start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(3, 3):(0, 0)|(3, 3):1:0xb1","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):1:0xb3","(24, 50):(0, 0)|(24, 50):3:0x1000000000000e000000000006400000000000f80000000000de06000000001581800000000360000000000050000000000000000000000000000000018001e0000073600038000000c4e00c00003046380400000c0d80c64000000300488800000000db24000000000207000040c00f8000005030002000000c000000000000003018000000000c0900000000000240000000000060",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):1:0xb5","(3, 3):(0, 0)|(3, 3):0:0x1ac",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):1:0xb7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xb9","(50, 24):(0, 0)|(50, 24):4:0x800002c0200720380df24405838403f3ac01e31000000000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000020000010000070000000000000000c00000c0000000000200000206000206000000000080000360c00360c000000006c00006c000010000000000000000019460019490018490003460005e0000400000300000100",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):1:0xba","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,8
"(3, 3):(0, 0)|(3, 3):1:0xbb","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xbc","(50, 24):(0, 0)|(50, 24):19:0x1000403401c04e0224fb021c1a035cfc008c780000000000000000000000000000000000000000300000300000000000000000000000000000000000000400000800000e0000000000000000003000003000000000000400060400060400000000001000306c00306c0000000000360000360000080000000000000062980092980092180062c00007a00000200000c000008000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):1:0xbd","(22, 35):(0, 0)|(22, 35):10:0xc38600001800c00000000000000000000400000041c000001c78000003d00000000602301880a00603002008802200020a28200680aa02c1101540442004a4008200140020004004000010004000021b080000414100000444400000489000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):1:0xbe","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xbf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,10
"(3, 3):(0, 0)|(3, 3):1:0xc4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xc5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xc6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xc7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):1:0xcc","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):1:0xcd","(3, 3):(0, 0)|(3, 3):0:0x19c",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):1:0xce","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xcf","(24, 50):(0, 0)|(24, 50):45:0x700000000000120000000000108000000000001000000001820c000000006083000000000002000000000006c0000000000000007040000030022b100000120148a400000000d28830000120f86a0c00002ccc0700000003b70000000006c0000000000190d800c04000381600306000040000000c000000603000000000240c000000000900000000000180000000000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):1:0xd4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):1:0xd5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xd6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):1:0xd7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,9
"(3, 3):(0, 0)|(3, 3):1:0xdc","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xdd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xde","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,7
"(3, 3):(0, 0)|(3, 3):1:0xe1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xe2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):1:0xe3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):1:0xe4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xe5","(3, 3):(0, 0)|(3, 3):1:0xaa",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xe6","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xe7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,6
"(3, 3):(0, 0)|(3, 3):1:0xe9","(3, 3):(0, 0)|(3, 3):0:0x19c",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):1:0xea","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,3,3,54,54,1
"(3, 3):(0, 0)|(3, 3):1:0xeb","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xec","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xed","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,6
"(3, 3):(0, 0)|(3, 3):1:0xee","(3, 3):(0, 0)|(3, 3):1:0xee",stable,0,3,3,54,54,1
"(3, 3):(0, 0)|(3, 3):1:0xef","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xf1","(3, 3):(0, 0)|(3, 3):0:0x1e2",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):1:0xf2","(24, 50):(0, 0)|(24, 50):43:0x180000000000090000000003024000000000c06000000300000000000140c00081c000103003e0900000000008220000000036d90000000c0121000003036030300000c118e00e000000313807800001cd80000000000060000000000000001400000000000d8000000000056060000000037818000000003e000000000019000000000003800000000000400000000000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):1:0xf3","(35, 22):(0, 0)|(35, 22):7:0x6000024000181800e09001820000000000300001000028000000030001cc000880380100d2000030000102e003cc800002003cc00102c0030000d20003801c0008b0001c0000000280000100000300000000182000e09001818002400006000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):1:0xf4","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):1:0xf5","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):1:0xf6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xf7","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,10
"(3, 3):(0, 0)|(3, 3):1:0xf9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xfa","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xfb","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,10
"(3, 3):(0, 0)|(3, 3):1:0xfc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):1:0xfd","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,10
"(3, 3):(0, 0)|(3, 3):1:0xfe","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):1:0xff","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x101","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,1
"(3, 3):(0, 0)|(3, 3):0:0x103","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x105","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x107","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x109","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x10a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x10b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x10c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x10d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x10e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x10f","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x111","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x113","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x115","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x117","(54, 23):(0, 0)|(54, 23):16:0x30000000000000000000001c0000420000980000d10008858019c60011880000000000000100000500001b0000120000360c0028180020000000000006000e0c000000000000000c000018000000000000000006000006000010000000000000000000000000000000000001800003000000000000000000000000000000000001000182600cc820204a604e1180e48e0030000044000040000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x119","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x11a","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x11b","(3, 3):(0, 0)|(3, 3):1:0xab",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x11c","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,12
"(3, 3):(0, 0)|(3, 3):0:0x11d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x11e","(3, 3):(0, 0)|(3, 3):1:0x8f",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x11f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x121","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x123","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x125","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x127","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x129","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x12a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x12b","(3, 3):(0, 0)|(3, 3):1:0xab",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x12c","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,13
"(3, 3):(0, 0)|(3, 3):0:0x12d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x12e","(3, 3):(0, 0)|(3, 3):2:0x73",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x12f","(50, 24):(0, 0)|(50, 24):8:0xc00000c00002200006a00060f00096f800962400601800000000000000001c00002200003600004200306c00304400003800000000060000060e000000000000000030000030000000000400000c00000a000000000000000000000000000000000000000000000000003000003000000000000000000000000000000000003001948403a28006020302f4c101e081004036000038",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x131","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x133","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x135","(23, 54):(0, 0)|(23, 54):45:0x10000000000000c0000000000606800000000018040000000400000000000018180008410000a06006c10e0000000019406400000000390110000000802405000006078060000000182318003600000462300020000010f000040000004080004400000000000008000000000001a000000000002a40c000000000690300000000004800000000000120000000000007000000000000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x137","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x139","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x13a","(50, 24):(0, 0)|(50, 24):8:0x800000c00000200007a00062c000921800929800629800000000000000000800003600003600000000306c00306c000010000000000604000604000004000000000030000030000000000000000e0000080000040000000000000000000000000000000000000000000030000030000000000000000000000000000000000000008c78035cfc021c1a0224fb01c04e004034000010",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x13b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x13c","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,12
"(3, 3):(0, 0)|(3, 3):0:0x13d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,9
"(3, 3):(0, 0)|(3, 3):0:0x13e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x13f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,7
"(3, 3):(0, 0)|(3, 3):0:0x141","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x142","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x143","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x144","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x145","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,1
"(3, 3):(0, 0)|(3, 3):0:0x146","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x147","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,13
"(3, 3):(0, 0)|(3, 3):0:0x149","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x14a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x14b","(3, 3):(0, 0)|(3, 3):0:0x11e",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x14c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x14d","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,13
"(3, 3):(0, 0)|(3, 3):0:0x14e","(3, 3):(0, 0)|(3, 3):1:0xaa",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x14f","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x151","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x152","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,12
"(3, 3):(0, 0)|(3, 3):0:0x153","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x154","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x155","(3, 3):(0, 0)|(3, 3):1:0xaa",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x156","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x157","(23, 35):(0, 0)|(23, 35):13:0xc18000003c7800000c018000031b1800003366000003c78000003560003804a40387d03605f00a0aa0a001025204000480240082980ca0a84101042c000000014400000447000000700000000000000000000000000000608300000c10600000020000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x159","(23, 54):(0, 0)|(23, 54):48:0x3800000000000120000000000004800000000030258000000000c0950000000000016000000000000400000000000008800040800000080003c20000010003118800001b00063106000000018078180000280900400000022027000000000980a6000000001c20d8018140002084000606000000000000080000000806000000000058180000000000c000000000000200000000000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x15a","(3, 3):(0, 0)|(3, 3):2:0x6b",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x15b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x15c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x15d","(35, 23):(0, 0)|(35, 23):13:0xc000024000c24001808003010002040007000000c000180000060008000638000cd830031cb006320005c800037c000000038df0005c80018c80031cb00360c0038000c20001800600006000000c0001c0000204000c04001808003090000240000300",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x15e","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x15f","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x161","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x162","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x163","(3, 3):(0, 0)|(3, 3):1:0xaa",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x164","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x165","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,13
"(3, 3):(0, 0)|(3, 3):0:0x166","(3, 3):(0, 0)|(3, 3):2:0x73",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x167","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x169","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x16a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x16b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,6
"(3, 3):(0, 0)|(3, 3):0:0x16c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x16d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x16e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,6
"(3, 3):(0, 0)|(3, 3):0:0x16f","(22, 35):(0, 0)|(22, 35):11:0x46c400001850c000071b1c00006003000000000000000000003000a0018480d580905c1ab07400838e080000a0a00000200200300301801d8000000d480000024800000008e000000e00000000000000000000608300000c10600000020000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x171","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x172","(3, 3):(0, 0)|(3, 3):0:0x12e",spaceship,4,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x173","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x174","(23, 54):(0, 0)|(23, 54):3:0x700000000000012000000000000480000000000069030000000002a40c0000000001a0000000000000800000000000440000000000004000000408000020000010f000036000004623000000001823180050000060780601100000008024064000000003900e00000000194010000a06006c100000181800084000004000000000000000180400000000006068000000000000c000000000000100",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x175","(35, 23):(0, 0)|(35, 23):8:0x180000480001218002030004060004080000700006000000c0000c003000086000380060d801a71800263000274001f63800000007d800027400098c01a71801836600038c0002000c00000300006000001c000408001018002030004860004800006000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x176","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x177","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x179","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,9
"(3, 3):(0, 0)|(3, 3):0:0x17a","(22, 35):(0, 0)|(22, 35):12:0x2448000008888000020a0800004361000008002000008008001000a0010400948010880aa0220d015405801051410001100440100301801404603101800000002f00000078e000000e08000000800000000000000000000c00600001870c00",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x17b","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,10
"(3, 3):(0, 0)|(3, 3):0:0x17c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,9
"(3, 3):(0, 0)|(3, 3):0:0x17d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,6
"(3, 3):(0, 0)|(3, 3):0:0x17e","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,3,54,54,10
"(3, 3):(0, 0)|(3, 3):0:0x17f","(22, 35):(0, 0)|(22, 35):11:0x46c400001850c000071b1c00006003000000000000000000003000a0018480d580905c1ab07400838e080000a0a00000200200300301801d8000000d480000024800000008e000000e00000000000000000000608300000c10600000020000",survival,0,3,3,54,54,99
"(3, 3):(0, 0)|(3, 3):0:0x181","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x183","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x185","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x187","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x189","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x18a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x18b","(3, 3):(0, 0)|(3, 3):1:0xab",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x18c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x18d","(3, 3):(0, 0)|(3, 3):1:0xaa",stable,0,3,3,54,54,2
"(3, 3):(0, 0)|(3, 3):0:0x18e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x18f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,6
"(3, 3):(0, 0)|(3, 3):0:0x191","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,5
"(3, 3):(0, 0)|(3, 3):0:0x193","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,3
"(3, 3):(0, 0)|(3, 3):0:0x195","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,4
"(3, 3):(0, 0)|(3, 3):0:0x197","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,3,54,54,9
"(3, 3):(0, 0)|(3, 3):0:0x199","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,3,3,54,54,3
