start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(4, 4):(0, 0)|(4, 4):3:0x102f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,7,7,3
"(4, 4):(0, 0)|(4, 4):3:0x103a","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,4,4,7,7,6
"(4, 4):(0, 0)|(4, 4):3:0x103b","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,4,4,7,7,6
"(4, 4):(0, 0)|(4, 4):3:0x103c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,7,7,5
"(4, 4):(0, 0)|(4, 4):3:0x103d","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,4,4,7,7,11
"(4, 4):(0, 0)|(4, 4):3:0x103e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,7,7,5
"(4, 4):(0, 0)|(4, 4):3:0x103f","(18, 25):(0, 0)|(18, 25):0:0x30c60018630000000000000000000000000000000000000000000000000000000000000000000000080000030000038002000001000000800",survival,0,4,4,18,25,99
"(4, 4):(0, 0)|(4, 4):3:0x1048","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,18,25,1
"(4, 4):(0, 0)|(4, 4):3:0x1049","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,18,25,1
"(4, 4):(0, 0)|(4, 4):3:0x104a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,18,25,2
"(4, 4):(0, 0)|(4, 4):3:0x104b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,18,25,2
"(4, 4):(0, 0)|(4, 4):3:0x104c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,18,25,2
"(4, 4):(0, 0)|(4, 4):3:0x104d","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,18,25,3
"(4, 4):(0, 0)|(4, 4):3:0x104e","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,4,4,18,25,11
"(4, 4):(0, 0)|(4, 4):3:0x104f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,18,25,3
"(4, 4):(0, 0)|(4, 4):3:0x1058","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,18,25,2
"(4, 4):(0, 0)|(4, 4):3:0x1059","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,4,4,18,25,3
"(4, 4):(0, 0)|(4, 4):3:0x105a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,18,25,5
"(4, 4):(0, 0)|(4, 4):3:0x105b","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,18,25,3
"(4, 4):(0, 0)|(4, 4):3:0x105c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,18,25,8
"(4, 4):(0, 0)|(4, 4):3:0x105d","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,4,4,18,25,3
"(4, 4):(0, 0)|(4, 4):3:0x105e","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,4,4,18,25,22
"(4, 4):(0, 0)|(4, 4):3:0x105f","(51, 25):(0, 0)|(51, 25):19:0x800000b000c0cc0110a10308e0c105b0c098c0402c1400000000000000000000000000000000000000000006000003000000000000000000000000000000000000000000000080000050000030000000000000300000180000000000008000604000302000004000007000304400187700001080000ee00002200000e0000020000000006018004b820025a2000d010000680000350000068000018000",survival,0,4,4,51,25,99
"(4, 4):(0, 0)|(4, 4):3:0x1068","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,3
"(4, 4):(0, 0)|(4, 4):3:0x1069","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,5
"(4, 4):(0, 0)|(4, 4):3:0x106a","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,4,4,51,25,12
"(4, 4):(0, 0)|(4, 4):3:0x106b","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,4,4,51,25,5
"(4, 4):(0, 0)|(4, 4):3:0x106c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,8
"(4, 4):(0, 0)|(4, 4):3:0x106d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,5
"(4, 4):(0, 0)|(4, 4):3:0x106e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,8
"(4, 4):(0, 0)|(4, 4):3:0x106f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,4,4,51,25,20
"(4, 4):(0, 0)|(4, 4):3:0x1078","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,4,4,51,25,3
"(4, 4):(0, 0)|(4, 4):3:0x1079","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,10
"(4, 4):(0, 0)|(4, 4):3:0x107a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,5
"(4, 4):(0, 0)|(4, 4):3:0x107b","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,4,4,51,25,14
"(4, 4):(0, 0)|(4, 4):3:0x107c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,8
"(4, 4):(0, 0)|(4, 4):3:0x107d","(23, 10):(0, 0)|(23, 10):8:0x30cc30000000000000000000000000000000000000000000030cc300",stable,0,4,4,51,25,66
"(4, 4):(0, 0)|(4, 4):3:0x107e","(10, 23):(0, 0)|(10, 23):21:0x18000030000000000018000330000600000000000300000600000",stable,0,4,4,51,25,67
"(4, 4):(0, 0)|(4, 4):3:0x107f","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,4,4,51,25,13
"(4, 4):(0, 0)|(4, 4):3:0x1081","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,1
"(4, 4):(0, 0)|(4, 4):3:0x1082","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,1
"(4, 4):(0, 0)|(4, 4):3:0x1083","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,1
"(4, 4):(0, 0)|(4, 4):3:0x1084","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,1
"(4, 4):(0, 0)|(4, 4):3:0x1085","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,1
"(4, 4):(0, 0)|(4, 4):3:0x1086","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,2
"(4, 4):(0, 0)|(4, 4):3:0x1087","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,5
"(4, 4):(0, 0)|(4, 4):3:0x1089","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,1
"(4, 4):(0, 0)|(4, 4):3:0x108a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,2
"(4, 4):(0, 0)|(4, 4):3:0x108b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,2
"(4, 4):(0, 0)|(4, 4):3:0x108c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,25,2
"(4, 4):(0, 0)|(4, 4):3:0x108d","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,25,2
"(4, 4):(0, 0)|(4, 4):3:0x108e","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,4,4,51,25,4
"(4, 4):(0, 0)|(4, 4):3:0x108f","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,4,4,51,25,11
"(4, 4):(0, 0)|(4, 4):3:0x1091","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,1
"(4, 4):(0, 0)|(4, 4):3:0x1092","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,1
"(4, 4):(0, 0)|(4, 4):3:0x1093","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,25,2
"(4, 4):(0, 0)|(4, 4):3:0x1094","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,1
"(4, 4):(0, 0)|(4, 4):3:0x1095","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,25,2
"(4, 4):(0, 0)|(4, 4):3:0x1096","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,25,2
"(4, 4):(0, 0)|(4, 4):3:0x1097","(23, 35):(0, 0)|(23, 35):13:0xc18000003c7800000c018000031b1800003366000003c78000003560003804a40387d03605f00a0aa0a001025204000480240082980ca0a84101042c000000014400000447000000700000000000000000000000000000608300000c10600000020000",survival,0,4,4,51,35,99
"(4, 4):(0, 0)|(4, 4):3:0x1098","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,1
"(4, 4):(0, 0)|(4, 4):3:0x1099","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,1
"(4, 4):(0, 0)|(4, 4):3:0x109a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,2
"(4, 4):(0, 0)|(4, 4):3:0x109b","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,35,3
"(4, 4):(0, 0)|(4, 4):3:0x109c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,35,2
"(4, 4):(0, 0)|(4, 4):3:0x109d","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,35,3
"(4, 4):(0, 0)|(4, 4):3:0x109e","(23, 35):(0, 0)|(23, 35):13:0xc18000003c7800000c018000031b1800003366000003c78000003560003804a40387d03605f00a0aa0a001025204000480240082980ca0a84101042c000000014400000447000000700000000000000000000000000000608300000c10600000020000",survival,0,4,4,51,35,99
"(4, 4):(0, 0)|(4, 4):3:0x109f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,15
"(4, 4):(0, 0)|(4, 4):3:0x10a1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,1
"(4, 4):(0, 0)|(4, 4):3:0x10a2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,2
"(4, 4):(0, 0)|(4, 4):3:0x10a3","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,35,3
"(4, 4):(0, 0)|(4, 4):3:0x10a4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,2
"(4, 4):(0, 0)|(4, 4):3:0x10a5","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,35,2
"(4, 4):(0, 0)|(4, 4):3:0x10a6","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,35,3
"(4, 4):(0, 0)|(4, 4):3:0x10a7","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,4,4,51,35,5
"(4, 4):(0, 0)|(4, 4):3:0x10a8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,2
"(4, 4):(0, 0)|(4, 4):3:0x10a9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,2
"(4, 4):(0, 0)|(4, 4):3:0x10aa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,1
"(4, 4):(0, 0)|(4, 4):3:0x10ab","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,35,2
"(4, 4):(0, 0)|(4, 4):3:0x10ac","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,35,3
"(4, 4):(0, 0)|(4, 4):3:0x10ad","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,5
"(4, 4):(0, 0)|(4, 4):3:0x10ae","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,4
"(4, 4):(0, 0)|(4, 4):3:0x10af","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,35,5
"(4, 4):(0, 0)|(4, 4):3:0x10b1","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,4,4,51,35,3
"(4, 4):(0, 0)|(4, 4):3:0x10b2","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,4,4,51,35,6
"(4, 4):(0, 0)|(4, 4):3:0x10b3","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,4,4,51,35,6
"(4, 4):(0, 0)|(4, 4):3:0x10b4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,5
"(4, 4):(0, 0)|(4, 4):3:0x10b5","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,4,4,51,35,11
"(4, 4):(0, 0)|(4, 4):3:0x10b6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,8
"(4, 4):(0, 0)|(4, 4):3:0x10b7","(35, 22):(0, 0)|(35, 22):13:0x100000600021c0018180040200001000308000d80001e000010000000338000d206008228010ca0072800055c0100000455c017280010ca008228012060038000c0000300100001e0000d8000308000010004020018180021c000060000100",survival,0,4,4,51,35,99
"(4, 4):(0, 0)|(4, 4):3:0x10b8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,35,3
"(4, 4):(0, 0)|(4, 4):3:0x10b9","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,4,4,51,35,6
"(4, 4):(0, 0)|(4, 4):3:0x10ba","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,4,4,51,35,3
"(4, 4):(0, 0)|(4, 4):3:0x10bb","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,4,4,51,35,3
"(4, 4):(0, 0)|(4, 4):3:0x10bc","(10, 23):(0, 0)|(10, 23):21:0x18000030000000000018000330000600000000000300000600000",stable,0,4,4,51,35,68
"(4, 4):(0, 0)|(4, 4):3:0x10bd","(19, 12):(0, 0)|(19, 12):9:0x600500200000000e00d00000700000000000080080080002601c008",survival,0,4,4,51,35,99
"(4, 4):(0, 0)|(4, 4):3:0x10be","(27, 41):(0, 0)|(27, 41):3:0x8000000000e00000000070100000000014000000080a0000003d020000001ce007000002f00440000040041000000001b0000038000000001c00000000070002000000c0008000006000c000000001c000000000c00000000040000000008000000000400000000020000000000000000000e38000000000000000000200000800010000020000800007",survival,0,4,4,51,41,99
"(4, 4):(0, 0)|(4, 4):3:0x10bf","(6, 16):(0, 0)|(6, 16):0:0xe00081c3420306200f0014e0",survival,0,4,4,51,41,99
"(4, 4):(0, 0)|(4, 4):3:0x10c1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,1
"(4, 4):(0, 0)|(4, 4):3:0x10c2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,2
"(4, 4):(0, 0)|(4, 4):3:0x10c3","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,41,2
"(4, 4):(0, 0)|(4, 4):3:0x10c4","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,41,2
"(4, 4):(0, 0)|(4, 4):3:0x10c5","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10c6","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10c7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,5
"(4, 4):(0, 0)|(4, 4):3:0x10c9","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,41,2
"(4, 4):(0, 0)|(4, 4):3:0x10ca","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10cb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,5
"(4, 4):(0, 0)|(4, 4):3:0x10cc","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,41,2
"(4, 4):(0, 0)|(4, 4):3:0x10cd","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10ce","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,4
"(4, 4):(0, 0)|(4, 4):3:0x10cf","(3, 3):(0, 0)|(3, 3):1:0xab",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10d1","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10d2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,5
"(4, 4):(0, 0)|(4, 4):3:0x10d3","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10d4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,8
"(4, 4):(0, 0)|(4, 4):3:0x10d5","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10d6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,5
"(4, 4):(0, 0)|(4, 4):3:0x10d7","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10d8","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10d9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,8
"(4, 4):(0, 0)|(4, 4):3:0x10da","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,10
"(4, 4):(0, 0)|(4, 4):3:0x10db","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,4,4,51,41,21
"(4, 4):(0, 0)|(4, 4):3:0x10dc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,8
"(4, 4):(0, 0)|(4, 4):3:0x10dd","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10de","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10df","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,4,4,51,41,20
"(4, 4):(0, 0)|(4, 4):3:0x10e1","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10e2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,5
"(4, 4):(0, 0)|(4, 4):3:0x10e3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10e4","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,4,4,51,41,6
"(4, 4):(0, 0)|(4, 4):3:0x10e5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10e6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,7
"(4, 4):(0, 0)|(4, 4):3:0x10e7","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,4,4,51,41,20
"(4, 4):(0, 0)|(4, 4):3:0x10e8","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,4,4,51,41,4
"(4, 4):(0, 0)|(4, 4):3:0x10e9","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,4,4,51,41,11
"(4, 4):(0, 0)|(4, 4):3:0x10ea","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,7
"(4, 4):(0, 0)|(4, 4):3:0x10eb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,41,5
"(4, 4):(0, 0)|(4, 4):3:0x10ec","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,7
"(4, 4):(0, 0)|(4, 4):3:0x10ed","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10ee","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,4,4,51,41,19
"(4, 4):(0, 0)|(4, 4):3:0x10ef","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,4,4,51,41,2
"(4, 4):(0, 0)|(4, 4):3:0x10f1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,7
"(4, 4):(0, 0)|(4, 4):3:0x10f2","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,4,4,51,41,11
"(4, 4):(0, 0)|(4, 4):3:0x10f3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,4
"(4, 4):(0, 0)|(4, 4):3:0x10f4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,4
"(4, 4):(0, 0)|(4, 4):3:0x10f5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,4
"(4, 4):(0, 0)|(4, 4):3:0x10f6","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,41,5
"(4, 4):(0, 0)|(4, 4):3:0x10f7","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,4,4,51,41,12
"(4, 4):(0, 0)|(4, 4):3:0x10f8","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,4,4,51,41,22
"(4, 4):(0, 0)|(4, 4):3:0x10f9","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,4,4,51,41,8
"(4, 4):(0, 0)|(4, 4):3:0x10fa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,41,4
"(4, 4):(0, 0)|(4, 4):3:0x10fb","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,41,5
"(4, 4):(0, 0)|(4, 4):3:0x10fc","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,4,4,51,41,3
"(4, 4):(0, 0)|(4, 4):3:0x10fd","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,41,5
"(4, 4):(0, 0)|(4, 4):3:0x10fe","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,4,4,51,41,19
"(4, 4):(0, 0)|(4, 4):3:0x10ff","(25, 51):(0, 0)|(25, 51):44:0x600000000000120000000003024000000200603802000060000180e0001418008834000003002280c0000000020818000000c00503000000030125c000030d0008600000618ba001000000d47a00600000102cc01200000230000400000000c0000000000000004600000000000f006000000002000c0000000070000000000006000000000000cc000000000004800000000000e00000000000",survival,0,4,4,51,51,99
"(4, 4):(0, 0)|(4, 4):3:0x110c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,51,1
"(4, 4):(0, 0)|(4, 4):3:0x110d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,51,2
"(4, 4):(0, 0)|(4, 4):3:0x110e","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,4,4,51,51,5
"(4, 4):(0, 0)|(4, 4):3:0x110f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,51,5
"(4, 4):(0, 0)|(4, 4):3:0x111e","(14, 14):(0, 0)|(14, 14):12:0x8005001400200000000000000000000000018009001800",stable,0,4,4,51,51,35
"(4, 4):(0, 0)|(4, 4):3:0x111f","(14, 14):(0, 0)|(14, 14):11:0x1800900180000000000000000000000004002800a001000",stable,0,4,4,51,51,37
"(4, 4):(0, 0)|(4, 4):3:0x112c","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,4,4,51,51,4
"(4, 4):(0, 0)|(4, 4):3:0x112d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,51,3
"(4, 4):(0, 0)|(4, 4):3:0x112e","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,4,4,51,51,6
"(4, 4):(0, 0)|(4, 4):3:0x112f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,4,4,51,51,5
"(4, 4):(0, 0)|(4, 4):3:0x113e","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,4,4,51,51,7
"(4, 4):(0, 0)|(4, 4):3:0x113f","(4, 4):(0, 0)|(4, 4):2:0x35ac",stable,0,4,4,51,51,3
