start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(3, 4):(0, 0)|(3, 4):3:0x14e","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,4,25,54,5
"(3, 4):(0, 0)|(3, 4):3:0x14f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,4
"(3, 4):(0, 0)|(3, 4):3:0x158","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,2
"(3, 4):(0, 0)|(3, 4):3:0x159","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,25,54,13
"(3, 4):(0, 0)|(3, 4):3:0x15a","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,3,4,25,54,2
"(3, 4):(0, 0)|(3, 4):3:0x15b","(9, 9):(0, 0)|(9, 9):7:0x20281404000030240c0",stable,0,3,4,25,54,25
"(3, 4):(0, 0)|(3, 4):3:0x15c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,5
"(3, 4):(0, 0)|(3, 4):3:0x15d","(23, 10):(0, 0)|(23, 10):8:0x30cc30000000000000000000000000000000000000000000030cc300",stable,0,3,4,25,54,65
"(3, 4):(0, 0)|(3, 4):3:0x15e","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,3,4,25,54,20
"(3, 4):(0, 0)|(3, 4):3:0x15f","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,25,54,19
"(3, 4):(0, 0)|(3, 4):3:0x168","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,25,54,4
"(3, 4):(0, 0)|(3, 4):3:0x169","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,4,25,54,5
"(3, 4):(0, 0)|(3, 4):3:0x16a","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,25,54,9
"(3, 4):(0, 0)|(3, 4):3:0x16b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,4
"(3, 4):(0, 0)|(3, 4):3:0x16c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,8
"(3, 4):(0, 0)|(3, 4):3:0x16d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,8
"(3, 4):(0, 0)|(3, 4):3:0x16e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,7
"(3, 4):(0, 0)|(3, 4):3:0x16f","(3, 3):(0, 0)|(3, 3):1:0xab",stable,0,3,4,25,54,3
"(3, 4):(0, 0)|(3, 4):3:0x178","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,5
"(3, 4):(0, 0)|(3, 4):3:0x179","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,9
"(3, 4):(0, 0)|(3, 4):3:0x17a","(3, 3):(0, 0)|(3, 3):2:0x6b",spaceship,4,3,4,25,54,5
"(3, 4):(0, 0)|(3, 4):3:0x17b","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,3,4,25,54,4
"(3, 4):(0, 0)|(3, 4):3:0x17c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,6
"(3, 4):(0, 0)|(3, 4):3:0x17d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,10
"(3, 4):(0, 0)|(3, 4):3:0x17e","(10, 23):(0, 0)|(10, 23):21:0x18000030000000000018000330000600000000000300000600000",stable,0,3,4,25,54,67
"(3, 4):(0, 0)|(3, 4):3:0x17f","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,25,54,29
"(3, 4):(0, 0)|(3, 4):3:0x181","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,1
"(3, 4):(0, 0)|(3, 4):3:0x182","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,1
"(3, 4):(0, 0)|(3, 4):3:0x183","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,2
"(3, 4):(0, 0)|(3, 4):3:0x184","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,1
"(3, 4):(0, 0)|(3, 4):3:0x185","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,2
"(3, 4):(0, 0)|(3, 4):3:0x186","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,25,54,3
"(3, 4):(0, 0)|(3, 4):3:0x187","(3, 3):(0, 0)|(3, 3):0:0x172",spaceship,4,3,4,25,54,5
"(3, 4):(0, 0)|(3, 4):3:0x189","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,1
"(3, 4):(0, 0)|(3, 4):3:0x18a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,2
"(3, 4):(0, 0)|(3, 4):3:0x18b","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,25,54,5
"(3, 4):(0, 0)|(3, 4):3:0x18c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,25,54,2
"(3, 4):(0, 0)|(3, 4):3:0x18d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,5
"(3, 4):(0, 0)|(3, 4):3:0x18e","(3, 3):(0, 0)|(3, 3):0:0x172",spaceship,4,3,4,25,54,5
"(3, 4):(0, 0)|(3, 4):3:0x18f","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,25,54,11
"(3, 4):(0, 0)|(3, 4):3:0x191","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,3,4,25,54,3
"(3, 4):(0, 0)|(3, 4):3:0x192","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,2
"(3, 4):(0, 0)|(3, 4):3:0x193","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,3,4,25,54,4
"(3, 4):(0, 0)|(3, 4):3:0x194","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,2
"(3, 4):(0, 0)|(3, 4):3:0x195","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,25,54,3
"(3, 4):(0, 0)|(3, 4):3:0x196","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,25,54,4
"(3, 4):(0, 0)|(3, 4):3:0x197","(34, 37):(0, 0)|(34, 37):34:0xc000000003000000002000001800000000c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000000060000000000000000000000000000000000000000e000000005800000022600000030f1c101828a08281c3060206810c180122a821c0080880000010d0000000c0900000000300000000080000",survival,0,3,4,34,54,99
"(3, 4):(0, 0)|(3, 4):3:0x198","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,1
"(3, 4):(0, 0)|(3, 4):3:0x199","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,3,4,34,54,3
"(3, 4):(0, 0)|(3, 4):3:0x19a","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x19b","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,3,4,34,54,6
"(3, 4):(0, 0)|(3, 4):3:0x19c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x19d","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,3,4,34,54,13
"(3, 4):(0, 0)|(3, 4):3:0x19e","(23, 35):(0, 0)|(23, 35):13:0xc18000003c7800000c018000031b1800003366000003c78000003560003804a40387d03605f00a0aa0a001025204000480240082980ca0a84101042c000000014400000447000000700000000000000000000000000000608300000c10600000020000",survival,0,3,4,34,54,99
"(3, 4):(0, 0)|(3, 4):3:0x19f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,3,4,34,54,24
"(3, 4):(0, 0)|(3, 4):3:0x1a1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,2
"(3, 4):(0, 0)|(3, 4):3:0x1a2","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1a3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1a4","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,34,54,3
"(3, 4):(0, 0)|(3, 4):3:0x1a5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1a6","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,3,4,34,54,4
"(3, 4):(0, 0)|(3, 4):3:0x1a7","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,34,54,12
"(3, 4):(0, 0)|(3, 4):3:0x1a9","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1aa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,2
"(3, 4):(0, 0)|(3, 4):3:0x1ab","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,34,54,3
"(3, 4):(0, 0)|(3, 4):3:0x1ac","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,34,54,4
"(3, 4):(0, 0)|(3, 4):3:0x1ad","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,3,4,34,54,6
"(3, 4):(0, 0)|(3, 4):3:0x1ae","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,9
"(3, 4):(0, 0)|(3, 4):3:0x1af","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,3,4,34,54,4
"(3, 4):(0, 0)|(3, 4):3:0x1b1","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,34,54,11
"(3, 4):(0, 0)|(3, 4):3:0x1b2","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,3,4,34,54,6
"(3, 4):(0, 0)|(3, 4):3:0x1b3","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,3,4,34,54,19
"(3, 4):(0, 0)|(3, 4):3:0x1b4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,3
"(3, 4):(0, 0)|(3, 4):3:0x1b5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,16
"(3, 4):(0, 0)|(3, 4):3:0x1b6","(24, 50):(0, 0)|(24, 50):46:0x2000000000001c000000000009800000000007c00000000181ec00000000606a00000000001b00000000000280000000000000006000000000001b3800001e01c8c0000007007188300000c0c06c0c000008480300000009b6c000000004410000000000907c00c08000381000302800000000000c000000603000000000240c000000000900000000000180000000000",survival,0,3,4,34,54,99
"(3, 4):(0, 0)|(3, 4):3:0x1b7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,7
"(3, 4):(0, 0)|(3, 4):3:0x1b8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1b9","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,34,54,7
"(3, 4):(0, 0)|(3, 4):3:0x1ba","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,34,54,3
"(3, 4):(0, 0)|(3, 4):3:0x1bb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,4
"(3, 4):(0, 0)|(3, 4):3:0x1bc","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,34,54,28
"(3, 4):(0, 0)|(3, 4):3:0x1bd","(5, 11):(0, 0)|(5, 11):1:0x200a0180400801",oscillator,2,3,4,34,54,22
"(3, 4):(0, 0)|(3, 4):3:0x1be","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,3,4,34,54,8
"(3, 4):(0, 0)|(3, 4):3:0x1bf","(26, 41):(0, 0)|(26, 41):1:0x180000000018000070000200000000000000410000000020800000001040000000000000000001c00000000000000000000000000000e000000000800000000080018000004000c00000180000000000000e00000000088000036000000001b001400000d80120000010018600000000120000001c0a0000000e0000000000044000000001c",survival,0,3,4,34,54,99
"(3, 4):(0, 0)|(3, 4):3:0x1c1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,2
"(3, 4):(0, 0)|(3, 4):3:0x1c2","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,34,54,3
"(3, 4):(0, 0)|(3, 4):3:0x1c3","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,34,54,4
"(3, 4):(0, 0)|(3, 4):3:0x1c4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1c5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1c6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1c7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,4
"(3, 4):(0, 0)|(3, 4):3:0x1c9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1ca","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1cb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,6
"(3, 4):(0, 0)|(3, 4):3:0x1cc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1cd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1ce","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,4
"(3, 4):(0, 0)|(3, 4):3:0x1cf","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,3,4,34,54,21
"(3, 4):(0, 0)|(3, 4):3:0x1d1","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,34,54,13
"(3, 4):(0, 0)|(3, 4):3:0x1d2","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,3,4,34,54,2
"(3, 4):(0, 0)|(3, 4):3:0x1d3","(9, 9):(0, 0)|(9, 9):7:0x20281404000030240c0",stable,0,3,4,34,54,25
"(3, 4):(0, 0)|(3, 4):3:0x1d4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1d5","(23, 10):(0, 0)|(23, 10):8:0x30cc30000000000000000000000000000000000000000000030cc300",stable,0,3,4,34,54,65
"(3, 4):(0, 0)|(3, 4):3:0x1d6","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,3,4,34,54,3
"(3, 4):(0, 0)|(3, 4):3:0x1d7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,10
"(3, 4):(0, 0)|(3, 4):3:0x1d9","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,3,4,34,54,18
"(3, 4):(0, 0)|(3, 4):3:0x1da","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,6
"(3, 4):(0, 0)|(3, 4):3:0x1db","(14, 43):(0, 0)|(14, 43):26:0x8000000000400000000c001c000000c6004000002098040000001cc08000000012b066000000040d8400000000630000035006300001ad004200001c400006000110000040000400",survival,0,3,4,34,54,99
"(3, 4):(0, 0)|(3, 4):3:0x1dc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1dd","(23, 10):(0, 0)|(23, 10):8:0x30cc30000000000000000000000000000000000000000000030cc300",stable,0,3,4,34,54,65
"(3, 4):(0, 0)|(3, 4):3:0x1de","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,7
"(3, 4):(0, 0)|(3, 4):3:0x1df","(18, 25):(0, 0)|(18, 25):8:0x3000001800000000c0000050000010140000090000044001802000c090001a6004067017002062800011000005400000000000180000020",survival,0,3,4,34,54,99
"(3, 4):(0, 0)|(3, 4):3:0x1e1","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,34,54,11
"(3, 4):(0, 0)|(3, 4):3:0x1e2","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1e3","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,3,4,34,54,3
"(3, 4):(0, 0)|(3, 4):3:0x1e4","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,3,4,34,54,6
"(3, 4):(0, 0)|(3, 4):3:0x1e5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,4
"(3, 4):(0, 0)|(3, 4):3:0x1e6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1e7","(3, 3):(0, 0)|(3, 3):1:0xaa",stable,0,3,4,34,54,3
"(3, 4):(0, 0)|(3, 4):3:0x1e9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,7
"(3, 4):(0, 0)|(3, 4):3:0x1ea","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,16
"(3, 4):(0, 0)|(3, 4):3:0x1eb","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1ec","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,34,54,7
"(3, 4):(0, 0)|(3, 4):3:0x1ed","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,34,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1ee","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,3,4,34,54,2
"(3, 4):(0, 0)|(3, 4):3:0x1ef","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,3,4,34,54,20
"(3, 4):(0, 0)|(3, 4):3:0x1f1","(35, 22):(0, 0)|(35, 22):13:0x100000600021c0018180040200001000308000d80001e000010000000338000d206008228010ca0072800055c0100000455c017280010ca008228012060038000c0000300100001e0000d8000308000010004020018180021c000060000100",survival,0,3,4,35,54,99
"(3, 4):(0, 0)|(3, 4):3:0x1f2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,7
"(3, 4):(0, 0)|(3, 4):3:0x1f3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,4
"(3, 4):(0, 0)|(3, 4):3:0x1f4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1f5","(35, 22):(0, 0)|(35, 22):13:0x100000600021c0018180040200001000308000d80001e000010000000338000d206008228010ca0072800055c0100000455c017280010ca008228012060038000c0000300100001e0000d8000308000010004020018180021c000060000100",survival,0,3,4,35,54,99
"(3, 4):(0, 0)|(3, 4):3:0x1f6","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,3,4,35,54,5
"(3, 4):(0, 0)|(3, 4):3:0x1f7","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,3,4,35,54,7
"(3, 4):(0, 0)|(3, 4):3:0x1f8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,45
"(3, 4):(0, 0)|(3, 4):3:0x1f9","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,35,54,16
"(3, 4):(0, 0)|(3, 4):3:0x1fa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,9
"(3, 4):(0, 0)|(3, 4):3:0x1fb","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,3,4,35,54,10
"(3, 4):(0, 0)|(3, 4):3:0x1fc","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,3,4,35,54,6
"(3, 4):(0, 0)|(3, 4):3:0x1fd","(8, 10):(0, 0)|(8, 10):0:0xc03000000300c0000c03",stable,0,3,4,35,54,55
"(3, 4):(0, 0)|(3, 4):3:0x1fe","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,3,4,35,54,19
"(3, 4):(0, 0)|(3, 4):3:0x1ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,12
"(3, 4):(0, 0)|(3, 4):2:0x209","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,1
"(3, 4):(0, 0)|(3, 4):2:0x20b","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,3,4,35,54,3
"(3, 4):(0, 0)|(3, 4):2:0x20d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,2
"(3, 4):(0, 0)|(3, 4):2:0x20f","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,3,4,35,54,3
"(3, 4):(0, 0)|(3, 4):2:0x219","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,2
"(3, 4):(0, 0)|(3, 4):2:0x21a","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,3,4,35,54,3
"(3, 4):(0, 0)|(3, 4):2:0x21b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,3,4,35,54,4
"(3, 4):(0, 0)|(3, 4):2:0x21c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,2
"(3, 4):(0, 0)|(3, 4):2:0x21d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,3
"(3, 4):(0, 0)|(3, 4):2:0x21e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,3,4,35,54,6
