start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(2, 4):(0, 0)|(2, 4):2:0x3e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,2,4,7,7,5
"(2, 4):(0, 0)|(2, 4):2:0x3f","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,2,4,7,7,3
"(2, 4):(0, 0)|(2, 4):1:0x59","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,2,4,7,7,2
"(2, 4):(0, 0)|(2, 4):1:0x5a","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,2,4,7,7,2
"(2, 4):(0, 0)|(2, 4):1:0x5b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,2,4,7,7,5
"(2, 4):(0, 0)|(2, 4):1:0x5d","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,2,4,7,7,2
"(2, 4):(0, 0)|(2, 4):1:0x5e","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,2,4,7,7,5
"(2, 4):(0, 0)|(2, 4):1:0x5f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,2,4,7,7,5
"(2, 4):(0, 0)|(2, 4):1:0x69","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,2,4,7,7,2
"(2, 4):(0, 0)|(2, 4):1:0x6b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,2,4,7,7,5
"(2, 4):(0, 0)|(2, 4):1:0x6f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,2,4,7,7,4
"(2, 4):(0, 0)|(2, 4):1:0x79","(23, 35):(0, 0)|(23, 35):17:0x8000000c10600001820c00000000000000000000000000001c000001c44000004500000000684101042a0a6032820048024000409481000a0aa0a01f40d817c3804a4038000d58000003c7800000cd98000031b1800003006000003c7800000306000",survival,0,2,4,23,35,99
"(2, 4):(0, 0)|(2, 4):1:0x7b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,2,4,23,35,4
"(2, 4):(0, 0)|(2, 4):1:0x7d","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,2,4,23,35,5
"(2, 4):(0, 0)|(2, 4):1:0x7e","(4, 4):(0, 0)|(4, 4):2:0x2994",oscillator,2,2,4,23,35,3
"(2, 4):(0, 0)|(2, 4):1:0x7f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,2,4,23,35,20
"(2, 4):(0, 0)|(2, 4):0:0x99","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,2,4,23,35,1
"(2, 4):(0, 0)|(2, 4):0:0x9b","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,2,4,23,35,3
"(2, 4):(0, 0)|(2, 4):0:0x9f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,2,4,23,35,15
"(2, 4):(0, 0)|(2, 4):0:0xbb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,2,4,23,35,2
"(2, 4):(0, 0)|(2, 4):0:0xbd","(2, 4):(0, 0)|(2, 4):0:0xbd",stable,0,2,4,23,35,1
"(2, 4):(0, 0)|(2, 4):0:0xbf","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,2,4,23,35,4
"(2, 4):(0, 0)|(2, 4):0:0xff","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,2,4,23,35,2
