start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"5,12,0x1509","6,14,0x208200",oscilator,2,5,5,6,6,4
"5,12,0x150a","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x150b","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1510","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1511","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1512","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x1513","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1521","7,42,0x0",extinct,0,5,5,6,7,3
"5,12,0x1522","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x1523","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,12,0x1601","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1602","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1603","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1608","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1609","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x160a","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x160b","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1610","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1611","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1612","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1613","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1618","7,22,0xc1800",stable,0,5,5,6,7,3
"5,12,0x1619","7,22,0xc1800",stable,0,5,5,6,7,3
"5,12,0x161a","7,49,0x0",extinct,0,5,5,7,7,6
"5,12,0x161b","7,22,0xc1800",stable,0,5,5,6,7,4
"5,12,0x1621","8,48,0x0",extinct,0,5,5,6,8,3
"5,12,0x1622","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1623","9,33,0x20081c00",spaceship,4,5,5,7,9,6
"5,12,0x1628","7,42,0x0",extinct,0,5,5,6,7,3
"5,12,0x1629","8,48,0x0",extinct,0,5,5,6,8,3
"5,12,0x162a","7,17,0x1830000",stable,0,5,5,6,7,3
"5,12,0x162b","9,4,0x80e0c8cec9364b404",spaceship,2,5,5,8,9,8
"5,12,0x1801","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1805","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1809","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1811","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1819","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x1821","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1824","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1825","6,15,0x10a100",stable,0,5,5,6,6,2
"5,12,0x1828","6,14,0x30c000",stable,0,5,5,6,6,3
"5,12,0x1829","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x1830","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1831","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1838","7,17,0x1848600",stable,0,5,5,6,7,5
"5,12,0x1839","7,17,0x1830000",stable,0,5,5,6,7,3
"5,12,0x1881","6,14,0x30c000",stable,0,5,5,6,6,3
"5,12,0x1885","7,8,0x384040000",spaceship,4,5,5,6,7,6
"5,12,0x18a4","7,8,0x384040000",spaceship,4,5,5,6,7,6
"5,12,0x1901","6,14,0x30c000",stable,0,5,5,6,6,3
"5,12,0x1909","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x1911","7,16,0x1c2870000",spaceship,3,5,5,7,7,5
"5,12,0x1921","6,14,0x30c000",stable,0,5,5,6,6,4
"5,12,0x1928","6,14,0x30c000",stable,0,5,5,6,6,4
"5,12,0x1930","7,42,0x0",extinct,0,5,5,6,7,5
"5,12,0x1a01","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1a09","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x1a11","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1a19","7,49,0x0",extinct,0,5,5,7,7,6
"5,12,0x1a21","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1a28","7,17,0x1848600",stable,0,5,5,6,7,5
"5,12,0x1a29","7,17,0x1830000",stable,0,5,5,6,7,3
"5,12,0x1a38","8,10,0x3c448044201800",spaceship,5,5,5,8,8,9
"5,12,0x1c01","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x1c04","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x1c05","6,3,0x104284100",spaceship,3,5,5,6,6,5
"5,12,0x1c08","6,9,0x428a100",stable,0,5,5,6,6,5
"5,12,0x1c09","6,3,0x104284100",spaceship,3,5,5,6,6,5
"5,12,0x1c10","7,17,0x1c00000",oscilator,2,5,5,6,7,4
"5,12,0x1c11","7,42,0x0",extinct,0,5,5,6,7,3
"5,12,0x1c18","7,11,0x41448600",stable,0,5,5,6,7,5
"5,12,0x1c19","7,11,0x41428200",stable,0,5,5,6,7,5
"5,12,0x1c21","7,10,0xc2428200",stable,0,5,5,6,7,4
"5,12,0x1c24","7,11,0x30a0400000",spaceship,4,5,5,7,7,6
"5,12,0x1c25","7,10,0xc2448600",stable,0,5,5,6,7,3
"5,12,0x1c28","7,11,0x30a0400000",spaceship,4,5,5,7,7,6
"5,12,0x1c29","7,11,0x41418000",stable,0,5,5,6,7,5
"5,12,0x1c30","8,12,0xc120c0000",stable,0,5,5,6,8,5
"5,12,0x1c31","8,12,0xc120a0400",stable,0,5,5,6,8,4
"5,12,0x1c38","8,13,0x60304000000",spaceship,4,5,5,7,8,7
"5,12,0x1c39","8,21,0x6060000",stable,0,5,5,6,8,6
"5,12,0x1c81","6,7,0x614400000",spaceship,4,5,5,7,6,6
"5,12,0x1c84","6,8,0xc494200",stable,0,5,5,6,6,4
"5,12,0x1c85","6,8,0xc492300",stable,0,5,5,6,6,3
"5,12,0x1d01","6,7,0x614400000",spaceship,4,5,5,7,6,6
"5,12,0x1d08","7,9,0x70f333470400",spaceship,6,5,5,8,7,10
"5,12,0x1d09","7,9,0xe224488e00",spaceship,3,5,5,7,7,8
"5,12,0x1d10","7,10,0xc2450400",stable,0,5,5,6,7,3
"5,12,0x1d11","7,10,0x82860000",stable,0,5,5,6,7,5
"5,12,0x1d21","7,9,0x70922566c700",spaceship,2,5,5,8,7,6
"5,12,0x1e01","7,42,0x0",extinct,0,5,5,6,7,3
"5,12,0x1e08","7,11,0x41448600",stable,0,5,5,6,7,5
"5,12,0x1e09","7,11,0x41428200",stable,0,5,5,6,7,5
"5,12,0x1e10","7,42,0x0",extinct,0,5,5,6,7,4
"5,12,0x1e11","7,17,0x1c00000",oscilator,2,5,5,6,7,4
"5,12,0x1e18","12,51,0x1006c06302383301b00e0040",spaceship,2,5,5,12,12,24
"5,12,0x1e19","12,6,0x200700d80cc1c40c6036008000000000000",spaceship,2,5,5,12,12,24
"5,12,0x1e21","8,12,0xc120a0400",stable,0,5,5,6,8,4
"5,12,0x1e28","8,13,0x60304000000",spaceship,4,5,5,7,8,7
"5,12,0x1e29","8,21,0x6060000",stable,0,5,5,6,8,6
"5,11,0x2001","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2003","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2005","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2007","6,15,0x428a100",stable,0,5,5,7,6,5
"5,11,0x2009","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x200b","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x200d","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x200f","6,42,0x0",extinct,0,5,5,7,6,5
"5,11,0x2011","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2013","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2015","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2017","7,17,0xc2428200",stable,0,5,5,7,7,5
"5,11,0x2021","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2022","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2023","6,21,0x6180",stable,0,5,5,6,6,2
"5,11,0x2024","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2025","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2026","6,20,0xc300",stable,0,5,5,6,6,3
"5,11,0x2027","7,33,0x428300",spaceship,4,5,5,8,7,6
"5,11,0x2028","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2029","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x202a","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x202b","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x202c","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x202d","6,14,0x312300",stable,0,5,5,6,6,5
"5,11,0x202e","6,28,0x8a180",spaceship,4,5,5,8,6,6
"5,11,0x202f","7,16,0xe224488e00",spaceship,3,5,5,8,7,7
"5,11,0x2030","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2031","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2032","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2033","7,25,0x18300",stable,0,5,5,6,7,2
"5,11,0x2034","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2035","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x2036","7,17,0x1848600",stable,0,5,5,6,7,5
"5,11,0x2037","8,37,0x4030600",spaceship,4,5,5,8,8,7
"5,11,0x2041","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2045","6,20,0xc300",stable,0,5,5,6,6,3
"5,11,0x2049","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x204d","6,20,0xc300",stable,0,5,5,6,6,4
"5,11,0x2051","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2055","7,17,0x1848600",stable,0,5,5,6,7,5
"5,11,0x2064","6,20,0xc300",stable,0,5,5,6,6,3
"5,11,0x2068","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x206c","6,20,0xc300",stable,0,5,5,6,6,4
"5,11,0x2070","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2074","7,17,0x1848600",stable,0,5,5,6,7,5
"5,11,0x2081","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2083","6,20,0xc300",stable,0,5,5,6,6,3
"5,11,0x2089","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x208b","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x2091","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2093","7,17,0x1848600",stable,0,5,5,6,7,5
"5,11,0x20a2","6,20,0xc300",stable,0,5,5,6,6,3
"5,11,0x20aa","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x20b2","7,17,0x1848600",stable,0,5,5,6,7,5
"5,11,0x2101","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2103","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2105","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2107","7,17,0x20e1a6678e00",spaceship,6,5,5,9,7,10
"5,11,0x2109","7,16,0x2040800",oscilator,2,5,5,6,7,4
"5,11,0x210b","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x210d","7,16,0x1050a0800",spaceship,2,5,5,7,7,4
"5,11,0x210f","7,22,0x60c0000",stable,0,5,5,7,7,5
"5,11,0x2126","6,20,0xc300",stable,0,5,5,6,6,4
"5,11,0x212e","7,15,0xe366a4490e00",spaceship,2,5,5,9,7,6
"5,11,0x2201","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2203","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2205","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2207","7,17,0xc2428200",stable,0,5,5,7,7,5
"5,11,0x2211","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2213","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2215","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2217","8,11,0x1c1222261800",spaceship,2,5,5,7,8,7
"5,11,0x2221","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2222","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2223","7,25,0x18300",stable,0,5,5,6,7,2
"5,11,0x2224","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2225","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x2226","7,17,0x1848600",stable,0,5,5,6,7,5
"5,11,0x2227","8,37,0x4030600",spaceship,4,5,5,8,8,7
"5,11,0x2236","7,42,0x0",extinct,0,5,5,6,7,6
"5,11,0x2401","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2402","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2403","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2404","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2405","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2406","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2407","6,15,0x410a104",spaceship,3,5,5,7,6,5
"5,11,0x2408","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2409","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x240a","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x240b","6,15,0x104100",oscilator,2,5,5,6,6,4
"5,11,0x240c","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x240d","6,14,0x208200",oscilator,2,5,5,6,6,4
"5,11,0x240e","6,14,0x8214208",spaceship,3,5,5,7,6,5
"5,11,0x240f","6,20,0x312300",stable,0,5,5,7,6,3
"5,11,0x2410","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2411","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2412","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2413","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2414","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2415","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2416","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2417","7,18,0x41428200",stable,0,5,5,7,7,5
"5,11,0x2421","7,18,0x810200",oscilator,2,5,5,6,7,4
"5,11,0x2422","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2423","7,18,0x41428200",spaceship,2,5,5,7,7,4
"5,11,0x2424","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2425","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x2426","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x2427","7,25,0xc28200",stable,0,5,5,7,7,5
"5,11,0x2428","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2429","7,18,0x810200",oscilator,2,5,5,6,7,4
"5,11,0x242a","6,15,0x104100",oscilator,2,5,5,6,6,4
"5,11,0x242b","7,49,0x0",extinct,0,5,5,7,7,6
"5,11,0x242c","6,14,0x208200",oscilator,2,5,5,6,6,4
"5,11,0x242d","7,17,0x82850400",spaceship,2,5,5,7,7,4
"5,11,0x242e","7,16,0xe224488e00",spaceship,3,5,5,8,7,8
"5,11,0x242f","7,25,0xc18000",stable,0,5,5,7,7,5
"5,11,0x2430","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2431","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,11,0x2432","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2433","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,11,0x2434","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2435","8,48,0x0",extinct,0,5,5,6,8,3
"5,11,0x2436","7,24,0x30600",stable,0,5,5,6,7,3
"5,11,0x2437","8,29,0x6060000",stable,0,5,5,7,8,6
"5,11,0x2441","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2444","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2445","6,14,0xe28e000",spaceship,3,5,5,7,6,5
"5,11,0x2448","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2449","6,15,0x104100",oscilator,2,5,5,6,6,4
"5,11,0x244c","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x244d","6,42,0x0",extinct,0,5,5,7,6,6
"5,11,0x2450","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2451","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2454","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2455","7,42,0x0",extinct,0,5,5,6,7,4
"5,11,0x2481","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2482","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2483","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x2488","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2489","6,14,0x208200",oscilator,2,5,5,6,6,4
"5,11,0x248a","6,13,0x1c51c000",spaceship,3,5,5,7,6,5
"5,11,0x248b","6,42,0x0",extinct,0,5,5,7,6,6
"5,11,0x2490","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2491","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2492","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2493","7,24,0x30600",stable,0,5,5,6,7,3
"5,11,0x2501","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2502","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2503","6,15,0x104100",oscilator,2,5,5,6,6,4
"5,11,0x2504","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2505","6,14,0x208200",oscilator,2,5,5,6,6,4
"5,11,0x2506","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x2507","7,16,0xe224488e00",spaceship,3,5,5,8,7,8
"5,11,0x2508","7,16,0x2040800",oscilator,2,5,5,6,7,4
"5,11,0x2509","7,16,0x2040800",oscilator,2,5,5,6,7,4
"5,11,0x250a","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x250b","7,17,0x82850400",spaceship,2,5,5,7,7,4
"5,11,0x250c","7,16,0x1050a0800",spaceship,2,5,5,7,7,4
"5,11,0x250d","7,49,0x0",extinct,0,5,5,7,7,6
"5,11,0x250e","7,22,0x60a0800",stable,0,5,5,7,7,5
"5,11,0x250f","7,22,0x60c0000",stable,0,5,5,7,7,5
"5,11,0x2601","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2602","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2603","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2604","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2605","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2606","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2607","7,18,0x41428200",stable,0,5,5,7,7,5
"5,11,0x2610","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2611","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2612","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2613","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2614","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2615","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2616","7,23,0x60c00",stable,0,5,5,6,7,3
"5,11,0x2617","8,11,0x1c1222261800",spaceship,2,5,5,7,8,7
"5,11,0x2621","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,11,0x2622","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2623","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,11,0x2624","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2625","8,48,0x0",extinct,0,5,5,6,8,3
"5,11,0x2626","7,24,0x30600",stable,0,5,5,6,7,3
"5,11,0x2627","8,29,0x6060000",stable,0,5,5,7,8,6
"5,11,0x2801","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x2805","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2809","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x280d","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2811","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2815","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2821","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2824","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2825","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x2828","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2829","6,15,0x104100",oscilator,2,5,5,6,6,4
"5,11,0x282c","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x282d","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2830","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2831","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2834","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2835","7,24,0x30600",stable,0,5,5,6,7,3
"5,11,0x2881","6,14,0x30c000",stable,0,5,5,6,6,3
"5,11,0x2889","6,13,0x1c51c000",spaceship,3,5,5,7,6,5
"5,11,0x2891","7,16,0x1c2870000",spaceship,3,5,5,7,7,5
"5,11,0x28a8","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x28b0","7,42,0x0",extinct,0,5,5,6,7,5
"5,11,0x2901","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2905","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x2909","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x290d","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,11,0x2924","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x292c","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,11,0x2a01","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2a05","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2a11","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2a15","7,23,0x60c00",stable,0,5,5,6,7,3
"5,11,0x2a21","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2a24","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2a25","7,24,0x30600",stable,0,5,5,6,7,3
"5,11,0x2a34","7,23,0x60c00",stable,0,5,5,6,7,3
"5,11,0x2c01","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2c04","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2c05","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2c08","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2c09","6,15,0x104100",oscilator,2,5,5,6,6,4
"5,11,0x2c0c","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2c0d","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2c10","7,42,0x0",extinct,0,5,5,6,7,1
"5,11,0x2c11","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2c14","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2c15","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2c21","7,11,0x41428200",stable,0,5,5,6,7,4
"5,11,0x2c24","6,15,0x186000",stable,0,5,5,6,6,4
"5,11,0x2c25","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,11,0x2c28","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x2c29","7,42,0x0",extinct,0,5,5,6,7,6
"5,11,0x2c2c","6,15,0x186000",stable,0,5,5,6,6,3
"5,11,0x2c2d","8,12,0xc14120c0400",spaceship,3,5,5,7,8,8
"5,11,0x2c30","7,18,0xc18000",stable,0,5,5,6,7,2
"5,11,0x2c31","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,11,0x2c34","7,42,0x0",extinct,0,5,5,6,7,6
"5,11,0x2c35","9,6,0x2169b392671907010",spaceship,2,5,5,8,9,8
"5,11,0x2c81","6,14,0x30c000",stable,0,5,5,6,6,4
"5,11,0x2c88","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x2c89","6,36,0x0",extinct,0,5,5,6,6,6
"5,11,0x2c90","7,42,0x0",extinct,0,5,5,6,7,5
"5,11,0x2c91","7,42,0x0",extinct,0,5,5,6,7,6
"5,11,0x2d01","6,14,0x312300",stable,0,5,5,6,6,5
"5,11,0x2d04","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x2d05","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x2d08","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x2d09","7,10,0x82850400",stable,0,5,5,6,7,4
"5,11,0x2d0c","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,11,0x2d0d","8,18,0x203048283000",spaceship,3,5,5,8,8,8
"5,11,0x2e01","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2e04","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x2e05","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2e10","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2e11","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x2e14","7,23,0x60c00",stable,0,5,5,6,7,3
"5,11,0x2e15","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x2e21","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,11,0x2e24","7,42,0x0",extinct,0,5,5,6,7,6
"5,11,0x2e25","9,6,0x2169b392671907010",spaceship,2,5,5,8,9,8
"5,11,0x3001","6,36,0x0",extinct,0,5,5,6,6,1
"5,11,0x3003","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3009","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x300b","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3011","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3013","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x3021","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3022","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3023","6,21,0x6180",stable,0,5,5,6,6,4
"5,11,0x3028","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3029","6,14,0x208200",oscilator,2,5,5,6,6,4
"5,11,0x302a","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x302b","6,21,0x6180",stable,0,5,5,6,6,3
"5,11,0x3030","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3031","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3032","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x3033","7,49,0x0",extinct,0,5,5,7,7,6
"5,11,0x3041","6,14,0x30c000",stable,0,5,5,6,6,3
"5,11,0x3049","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x3051","7,16,0x1c2870000",spaceship,3,5,5,7,7,5
"5,11,0x3068","6,14,0x30c000",stable,0,5,5,6,6,4
"5,11,0x3070","7,42,0x0",extinct,0,5,5,6,7,5
"5,11,0x3101","6,13,0x618000",stable,0,5,5,6,6,2
"5,11,0x3103","6,13,0x618000",stable,0,5,5,6,6,4
"5,11,0x3109","7,9,0x1050a0800",stable,0,5,5,6,7,4
"5,11,0x310b","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,11,0x3122","6,13,0x618000",stable,0,5,5,6,6,4
