start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(3, 5):(0, 0)|(3, 5):4:0x6e2","(50, 24):(0, 0)|(50, 24):15:0x1000003000004000005e0000346001849001949001946000000000000001000006c00006c0000000000360c00360c000800000000002060002060002000000000000c00000c000000000000000000700000100000200000000000000000000000000000000000000c00000c00000000000000000000000000000000000000001e31003f3ac0583840df24407203802c0200080000",survival,0,5,5,50,24,99
"(3, 5):(0, 0)|(3, 5):4:0x6e4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):4:0x6e8","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,20
"(3, 5):(0, 0)|(3, 5):4:0x6f0","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(3, 5):(0, 0)|(3, 5):4:0x707","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):4:0x70b","(25, 17):(0, 0)|(25, 17):2:0x40003000040004000000000000000000000000000040002000100030001800000000000000018000c0000000000000000000060003",survival,0,5,5,25,17,99
"(3, 5):(0, 0)|(3, 5):4:0x70d","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(3, 5):(0, 0)|(3, 5):4:0x70e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):4:0x713","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,4
"(3, 5):(0, 0)|(3, 5):4:0x715","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(3, 5):(0, 0)|(3, 5):4:0x716","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(3, 5):(0, 0)|(3, 5):4:0x719","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(3, 5):(0, 0)|(3, 5):4:0x71a","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(3, 5):(0, 0)|(3, 5):4:0x71c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):4:0x723","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,4
"(3, 5):(0, 0)|(3, 5):4:0x725","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(3, 5):(0, 0)|(3, 5):4:0x726","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):4:0x729","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,20
"(3, 5):(0, 0)|(3, 5):4:0x72a","(25, 17):(0, 0)|(25, 17):2:0x40003000040004000000000000000000000000000040002000100030001800000000000000018000c0000000000000000000060003",survival,0,5,5,25,17,99
"(3, 5):(0, 0)|(3, 5):4:0x72c","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(3, 5):(0, 0)|(3, 5):4:0x731","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,20
"(3, 5):(0, 0)|(3, 5):4:0x732","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,4
"(3, 5):(0, 0)|(3, 5):4:0x734","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(3, 5):(0, 0)|(3, 5):4:0x738","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(3, 5):(0, 0)|(3, 5):4:0x743","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):4:0x745","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(3, 5):(0, 0)|(3, 5):4:0x746","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,5,5,3,3,6
"(3, 5):(0, 0)|(3, 5):4:0x749","(25, 17):(0, 0)|(25, 17):2:0x40003000040004000000000000000000000000000040002000100030001800000000000000018000c0000000000000000000060003",survival,0,5,5,25,17,99
"(3, 5):(0, 0)|(3, 5):4:0x74a","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,4
"(3, 5):(0, 0)|(3, 5):4:0x74c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):4:0x751","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,4
"(3, 5):(0, 0)|(3, 5):4:0x752","(25, 17):(0, 0)|(25, 17):2:0x40003000040004000000000000000000000000000040002000100030001800000000000000018000c0000000000000000000060003",survival,0,5,5,25,17,99
"(3, 5):(0, 0)|(3, 5):4:0x754","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(3, 5):(0, 0)|(3, 5):4:0x758","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,3
"(3, 5):(0, 0)|(3, 5):4:0x762","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,6
"(3, 5):(0, 0)|(3, 5):4:0x764","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):4:0x768","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(3, 5):(0, 0)|(3, 5):4:0x783","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(3, 5):(0, 0)|(3, 5):4:0x785","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,4
"(3, 5):(0, 0)|(3, 5):4:0x786","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,4
"(3, 5):(0, 0)|(3, 5):4:0x789","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,7
"(3, 5):(0, 0)|(3, 5):4:0x78a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):4:0x78c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):4:0x791","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,7
"(3, 5):(0, 0)|(3, 5):4:0x792","(7, 10):(0, 0)|(7, 10):1:0x180902804100a02406",stable,0,5,5,7,10,17
"(3, 5):(0, 0)|(3, 5):4:0x794","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):4:0x798","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):4:0x7a2","(22, 35):(0, 0)|(22, 35):12:0x2448000008888000020a0800004361000008002000008008001000a0010400948010880aa0220d015405801051410001100440100301801404603101800000002f00000078e000000e08000000800000000000000000000c00600001870c00",survival,0,5,5,22,35,99
"(3, 5):(0, 0)|(3, 5):4:0x7a4","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,6
"(3, 5):(0, 0)|(3, 5):4:0x7a8","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(3, 5):(0, 0)|(3, 5):4:0x7c2","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,11
"(3, 5):(0, 0)|(3, 5):4:0x7c4","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,6
"(3, 5):(0, 0)|(3, 5):4:0x7c8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0x81f","(22, 35):(0, 0)|(22, 35):12:0x2448000008888000020a0800004361000008002000008008001000a0010400948010880aa0220d015405801051410001100440100301801404603101800000002f00000078e000000e08000000800000000000000000000c00600001870c00",survival,0,5,5,22,35,99
"(3, 5):(0, 0)|(3, 5):3:0x837","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,5,5,3,3,5
"(3, 5):(0, 0)|(3, 5):3:0x83b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(3, 5):(0, 0)|(3, 5):3:0x83d","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,26
"(3, 5):(0, 0)|(3, 5):3:0x83e","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(3, 5):(0, 0)|(3, 5):3:0x857","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(3, 5):(0, 0)|(3, 5):3:0x85b","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(3, 5):(0, 0)|(3, 5):3:0x85d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,11
"(3, 5):(0, 0)|(3, 5):3:0x873","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0x875","(3, 3):(0, 0)|(3, 3):1:0xe9",spaceship,4,5,5,3,3,5
"(3, 5):(0, 0)|(3, 5):3:0x876","(24, 50):(0, 0)|(24, 50):46:0x2000000000001c000000000009800000000007c00000000181ec00000000606a00000000001b00000000000280000000000000006000000000001b3800001e01c8c0000007007188300000c0c06c0c000008480300000009b6c000000004410000000000907c00c08000381000302800000000000c000000603000000000240c000000000900000000000180000000000",survival,0,5,5,24,50,99
"(3, 5):(0, 0)|(3, 5):3:0x879","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(3, 5):(0, 0)|(3, 5):3:0x87a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(3, 5):(0, 0)|(3, 5):3:0x87c","(28, 18):(0, 0)|(28, 18):11:0x1c000000062001a8007900048000c000000000000000000000000000000000001f0000c00000000000000000c00030000000000000000000000c00030000",survival,0,5,5,28,18,99
"(3, 5):(0, 0)|(3, 5):3:0x897","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0x89b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):3:0x89d","(54, 23):(0, 0)|(54, 23):18:0x800008800003001c49c0621c8194810104cc019060002000000000000000000000000000000000003000006000000000000000000000000000000000000200001800001800000000000000000600000c000000000000000c1c0018000000000001000605000c1b00001200003600002800002000000000000004620018e60068440022c0000640001080000e00000000000000000000030000",survival,0,5,5,54,23,99
"(3, 5):(0, 0)|(3, 5):3:0x8b3","(3, 3):(0, 0)|(3, 3):1:0xab",stable,0,5,5,3,3,2
"(3, 5):(0, 0)|(3, 5):3:0x8b5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0x8b6","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,3
"(3, 5):(0, 0)|(3, 5):3:0x8b9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):3:0x8ba","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,3
"(3, 5):(0, 0)|(3, 5):3:0x8bc","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,15
"(3, 5):(0, 0)|(3, 5):3:0x8d3","(24, 50):(0, 0)|(24, 50):3:0x1000000000000e000000000006400000000000f80000000000de06000000001581800000000360000000000050000000000000000000000000000000018001e0000073600038000000c4e00c00003046380400000c0d80c64000000300488800000000db24000000000207000040c00f8000005030002000000c000000000000003018000000000c0900000000000240000000000060",survival,0,5,5,24,50,99
"(3, 5):(0, 0)|(3, 5):3:0x8d5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0x8d9","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,7
"(3, 5):(0, 0)|(3, 5):3:0x8f1","(50, 24):(0, 0)|(50, 24):4:0x800002c0200720380df24405838403f3ac01e31000000000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000020000010000070000000000000000c00000c0000000000200000206000206000000000080000360c00360c000000006c00006c000010000000000000000019460019490018490003460005e0000400000300000100",survival,0,5,5,50,24,99
"(3, 5):(0, 0)|(3, 5):3:0x8f2","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,8
"(3, 5):(0, 0)|(3, 5):3:0x8f4","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,28
"(3, 5):(0, 0)|(3, 5):3:0x8f8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(3, 5):(0, 0)|(3, 5):3:0x917","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(3, 5):(0, 0)|(3, 5):3:0x91b","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,13
"(3, 5):(0, 0)|(3, 5):3:0x91d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):3:0x933","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(3, 5):(0, 0)|(3, 5):3:0x935","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):3:0x936","(22, 35):(0, 0)|(22, 35):13:0x10100000058d00000111100000236200000600c0000005000000071c000300550060cc04406601c0501c00086ac200039144e00063838c070000000762000008c6800000b06000000c00000000000000000000000000000c00600001870c00",survival,0,5,5,22,35,99
"(3, 5):(0, 0)|(3, 5):3:0x939","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,19
"(3, 5):(0, 0)|(3, 5):3:0x93a","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,13
"(3, 5):(0, 0)|(3, 5):3:0x93c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):3:0x953","(54, 22):(0, 0)|(54, 22):16:0xc000030000060000180001c000390000d00000a500010401c6700110000000000000000000070000140000480000a0600381800000000000010300040c0010000000000060000180000000000000000300001400001000000000000000000000000000000000018000060000000000000000000000000000000000600003e00f08406d39031c4c0618c00240000f000030000",survival,0,5,5,54,22,99
"(3, 5):(0, 0)|(3, 5):3:0x955","(9, 9):(0, 0)|(9, 9):7:0x20281404000030240c0",stable,0,5,5,9,9,25
"(3, 5):(0, 0)|(3, 5):3:0x959","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,18
"(3, 5):(0, 0)|(3, 5):3:0x971","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,6
"(3, 5):(0, 0)|(3, 5):3:0x972","(35, 22):(0, 0)|(35, 22):13:0x180000900060600241c0010600000000300000200000500000000e000344000e00700012c0003000d02000cf001000004cf001d0200003000012c020070044000ce00030000000050000200003000000000010600241c00606000090000180",survival,0,5,5,35,22,99
"(3, 5):(0, 0)|(3, 5):3:0x974","(51, 25):(0, 0)|(51, 25):15:0xc00000b000005600000b000040580022d20020e9000c030000000002000003800002200003b80000840000770c00110600070000010000020600010300008000000000000c00000600000000000006000005000000800000000000000000000000000000000000000000000060000030000000000000000000000000000000000000000000141a01018c8186d0418388604284401981800680000080000",survival,0,5,5,51,25,99
"(3, 5):(0, 0)|(3, 5):3:0x978","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,18
"(3, 5):(0, 0)|(3, 5):3:0x993","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(3, 5):(0, 0)|(3, 5):3:0x995","(23, 54):(0, 0)|(23, 54):3:0x700000000000012000000000000480000000000069030000000002a40c0000000001a0000000000000800000000000440000000000004000000408000020000010f000036000004623000000001823180050000060780601100000008024064000000003900e00000000194010000a06006c100000181800084000004000000000000000180400000000006068000000000000c000000000000100",survival,0,5,5,23,54,99
"(3, 5):(0, 0)|(3, 5):3:0x999","(7, 10):(0, 0)|(7, 10):7:0x6024052094090180",stable,0,5,5,7,10,17
"(3, 5):(0, 0)|(3, 5):3:0x9b1","(26, 17):(0, 0)|(26, 17):7:0x6000000700018000c000000000000000000000000000040002000100030001800000000000000018000c0000000000000000000060003",survival,0,5,5,26,17,99
"(3, 5):(0, 0)|(3, 5):3:0x9b2","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,11
"(3, 5):(0, 0)|(3, 5):3:0x9b4","(35, 23):(0, 0)|(35, 23):8:0x180000480001218002030004060004080000700006000000c0000c003000086000380060d801a71800263000274001f63800000007d800027400098c01a71801836600038c0002000c00000300006000001c000408001018002030004860004800006000",survival,0,5,5,35,23,99
"(3, 5):(0, 0)|(3, 5):3:0x9b8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0x9d1","(7, 10):(0, 0)|(7, 10):7:0x6024052094090180",stable,0,5,5,7,10,17
"(3, 5):(0, 0)|(3, 5):3:0xa0f","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(3, 5):(0, 0)|(3, 5):3:0xa17","(9, 9):(0, 0)|(9, 9):1:0xc0903000000010140a02",stable,0,5,5,9,9,26
"(3, 5):(0, 0)|(3, 5):3:0xa1b","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,19
"(3, 5):(0, 0)|(3, 5):3:0xa1d","(3, 3):(0, 0)|(3, 3):2:0x73",spaceship,4,5,5,3,3,7
"(3, 5):(0, 0)|(3, 5):3:0xa27","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,5,5,3,3,5
"(3, 5):(0, 0)|(3, 5):3:0xa2b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(3, 5):(0, 0)|(3, 5):3:0xa2d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):3:0xa2e","(23, 35):(0, 0)|(23, 35):13:0xc18000003c7800000c018000031b1800003366000003c78000003560003804a40387d03605f00a0aa0a001025204000480240082980ca0a84101042c000000014400000447000000700000000000000000000000000000608300000c10600000020000",survival,0,5,5,23,35,99
"(3, 5):(0, 0)|(3, 5):3:0xa33","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(3, 5):(0, 0)|(3, 5):3:0xa35","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(3, 5):(0, 0)|(3, 5):3:0xa36","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):3:0xa39","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,4
"(3, 5):(0, 0)|(3, 5):3:0xa3a","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,19
"(3, 5):(0, 0)|(3, 5):3:0xa3c","(3, 3):(0, 0)|(3, 3):2:0x73",spaceship,4,5,5,3,3,7
"(3, 5):(0, 0)|(3, 5):3:0xa47","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(3, 5):(0, 0)|(3, 5):3:0xa4b","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(3, 5):(0, 0)|(3, 5):3:0xa4d","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,5,5,3,3,6
"(3, 5):(0, 0)|(3, 5):3:0xa53","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,4
"(3, 5):(0, 0)|(3, 5):3:0xa55","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(3, 5):(0, 0)|(3, 5):3:0xa59","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,19
"(3, 5):(0, 0)|(3, 5):3:0xa63","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0xa65","(3, 3):(0, 0)|(3, 3):1:0xe9",spaceship,4,5,5,3,3,5
"(3, 5):(0, 0)|(3, 5):3:0xa66","(24, 50):(0, 0)|(24, 50):46:0x2000000000001c000000000009800000000007c00000000181ec00000000606a00000000001b00000000000280000000000000006000000000001b3800001e01c8c0000007007188300000c0c06c0c000008480300000009b6c000000004410000000000907c00c08000381000302800000000000c000000603000000000240c000000000900000000000180000000000",survival,0,5,5,24,50,99
"(3, 5):(0, 0)|(3, 5):3:0xa69","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(3, 5):(0, 0)|(3, 5):3:0xa6a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(3, 5):(0, 0)|(3, 5):3:0xa6c","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,28
"(3, 5):(0, 0)|(3, 5):3:0xa71","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,3
"(3, 5):(0, 0)|(3, 5):3:0xa72","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,11
"(3, 5):(0, 0)|(3, 5):3:0xa74","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,7
"(3, 5):(0, 0)|(3, 5):3:0xa78","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0xa87","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0xa8b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):3:0xa8d","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(3, 5):(0, 0)|(3, 5):3:0xa93","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):3:0xa95","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0xa99","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):3:0xaa3","(3, 3):(0, 0)|(3, 3):1:0xab",stable,0,5,5,3,3,2
"(3, 5):(0, 0)|(3, 5):3:0xaa5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0xaa6","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,3
"(3, 5):(0, 0)|(3, 5):3:0xaa9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):3:0xaaa","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,3
"(3, 5):(0, 0)|(3, 5):3:0xaac","(54, 22):(0, 0)|(54, 22):4:0xc000030000180000600000e00002700002c0029400082000398e00022000000000000000000000380000a000048018140060700000000000000302000c0800002000000000180000600000000000000300000a0000200000000000000000000000000000000000000000600001800000000000000000000000000000180001f0000843c0272d80c8e300c618000900003c000030",survival,0,5,5,54,22,99
"(3, 5):(0, 0)|(3, 5):3:0xab1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0xab2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):3:0xab4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(3, 5):(0, 0)|(3, 5):3:0xab8","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,29
"(3, 5):(0, 0)|(3, 5):3:0xac3","(24, 50):(0, 0)|(24, 50):3:0x1000000000000e000000000006400000000000f80000000000de06000000001581800000000360000000000050000000000000000000000000000000018001e0000073600038000000c4e00c00003046380400000c0d80c64000000300488800000000db24000000000207000040c00f8000005030002000000c000000000000003018000000000c0900000000000240000000000060",survival,0,5,5,24,50,99
"(3, 5):(0, 0)|(3, 5):3:0xac5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(3, 5):(0, 0)|(3, 5):3:0xac9","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,7
"(3, 5):(0, 0)|(3, 5):3:0xad1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(3, 5):(0, 0)|(3, 5):3:0xae4","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,28
"(3, 5):(0, 0)|(3, 5):3:0xae8","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(3, 5):(0, 0)|(3, 5):3:0xb07","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(3, 5):(0, 0)|(3, 5):3:0xb0b","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,13
"(3, 5):(0, 0)|(3, 5):3:0xb0d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):3:0xb13","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,19
"(3, 5):(0, 0)|(3, 5):3:0xb15","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(3, 5):(0, 0)|(3, 5):3:0xb19","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(3, 5):(0, 0)|(3, 5):3:0xb23","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(3, 5):(0, 0)|(3, 5):3:0xb25","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(3, 5):(0, 0)|(3, 5):3:0xb26","(22, 35):(0, 0)|(22, 35):13:0x10100000058d00000111100000236200000600c0000005000000071c000300550060cc04406601c0501c00086ac200039144e00063838c070000000762000008c6800000b06000000c00000000000000000000000000000c00600001870c00",survival,0,5,5,22,35,99
"(3, 5):(0, 0)|(3, 5):3:0xb29","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,19
"(3, 5):(0, 0)|(3, 5):3:0xb2a","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,13
"(3, 5):(0, 0)|(3, 5):3:0xb2c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
