start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(5, 5):(0, 0)|(5, 5):3:0x2dffff","(38, 18):(0, 0)|(38, 18):8:0x80007800610012c007c0000000000000000000000000000000000000000000004000100004000000071c0000000400010000400000000000000000000000018010600a00028000400000000000000c00048000c00",survival,0,5,5,38,18,99
"(5, 5):(0, 0)|(5, 5):3:0x2effff","(14, 17):(0, 0)|(14, 17):5:0x18c0129006306000f0006000000000000000018003c0018318025200c60",stable,0,5,5,14,17,48
"(5, 5):(0, 0)|(5, 5):3:0x2f7fff","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,29
"(5, 5):(0, 0)|(5, 5):3:0x2fbfff","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,25
"(5, 5):(0, 0)|(5, 5):3:0x2fdfff","(15, 27):(0, 0)|(15, 27):6:0x600300280028086030818404300c001800a00a070c0187000000000080006610cc0d2da58021b08002552000383800007000",survival,0,5,5,15,27,99
"(5, 5):(0, 0)|(5, 5):3:0x2fefff","(15, 27):(0, 0)|(15, 27):6:0x600300280028086030818404300c001800a00a070c0187000000000080006610cc0d2da58021b08002552000383800007000",survival,0,5,5,15,27,99
"(5, 5):(0, 0)|(5, 5):3:0x2ff7ff","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,31
"(5, 5):(0, 0)|(5, 5):3:0x2ffbff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):3:0x2ffdff","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,25
"(5, 5):(0, 0)|(5, 5):3:0x2ffeff","(15, 27):(0, 0)|(15, 27):6:0x600300280028086030818404300c001800a00a070c0187000000000080006610cc0d2da58021b08002552000383800007000",survival,0,5,5,15,27,99
"(5, 5):(0, 0)|(5, 5):3:0x2fff7f","(15, 27):(0, 0)|(15, 27):6:0x600300280028086030818404300c001800a00a070c0187000000000080006610cc0d2da58021b08002552000383800007000",survival,0,5,5,15,27,99
"(5, 5):(0, 0)|(5, 5):3:0x2fffbf","(15, 27):(0, 0)|(15, 27):6:0x600300280028086030818404300c001800a00a070c0187000000000080006610cc0d2da58021b08002552000383800007000",survival,0,5,5,15,27,99
"(5, 5):(0, 0)|(5, 5):3:0x2fffdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):3:0x2fffef","(24, 50):(0, 0)|(24, 50):43:0x180000000000090000000003024000000000c06000000300000000000140c00081c000103003e0900000000008220000000036d90000000c0121000003036030300000c118e00e000000313807800001cd80000000000060000000000000001400000000000d8000000000056060000000037818000000003e000000000019000000000003800000000000400000000000",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):3:0x2ffff7","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,7
"(5, 5):(0, 0)|(5, 5):3:0x2ffffb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x2ffffd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 5):(0, 0)|(5, 5):3:0x2ffffe","(38, 26):(0, 0)|(38, 26):20:0xe00000d4000051000011400005600030e0000c0000000000000000000000000000000000e08000c02000310800200000082e386000002c9008083002038c0080200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000004000001c00000",survival,0,5,5,38,26,99
"(5, 5):(0, 0)|(5, 5):3:0x33ffff","(14, 14):(0, 0)|(14, 14):12:0x8005001400200000000000000000000000018009001800",stable,0,5,5,14,14,57
"(5, 5):(0, 0)|(5, 5):3:0x35ffff","(5, 10):(0, 0)|(5, 10):8:0x22154290180",stable,0,5,5,5,10,14
"(5, 5):(0, 0)|(5, 5):3:0x36ffff","(25, 25):(0, 0)|(25, 25):16:0x1000001c00001200000840000c100006100000f0000020000000000000000000000000004000305800246c000425e0061c440106088060012000006000383000700000306800c03e00600c000",survival,0,5,5,25,25,99
"(5, 5):(0, 0)|(5, 5):3:0x377fff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):3:0x37dfff","(35, 14):(0, 0)|(35, 14):10:0x800d803600440160080000000000000000120018005000c00000001000a101840000000000000018007000c00000c001e00380020008005001400200",survival,0,5,5,35,14,99
"(5, 5):(0, 0)|(5, 5):3:0x37efff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,14
"(5, 5):(0, 0)|(5, 5):3:0x37f7ff","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,26
"(5, 5):(0, 0)|(5, 5):3:0x37fbff","(50, 24):(0, 0)|(50, 24):3:0x1c00006c0200810780832f40c040600145c02129800c00000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000000000050000030000020000000000c00000c00000000000000007060000060000000001c0000220c00360c004200006c00004400003800000000000000001806002469001f69000f06000560000440000300000300",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):3:0x37fdff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):3:0x37feff","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):3:0x37ff7f","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,26
"(5, 5):(0, 0)|(5, 5):3:0x37ffbf","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,26
"(5, 5):(0, 0)|(5, 5):3:0x37ffdf","(50, 24):(0, 0)|(50, 24):3:0x1c00006c0200810780832f40c040600145c02129800c00000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000000000050000030000020000000000c00000c00000000000000007060000060000000001c0000220c00360c004200006c00004400003800000000000000001806002469001f69000f06000560000440000300000300",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):3:0x37ffef","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):3:0x37fff7","(24, 50):(0, 0)|(24, 50):43:0x180000000000090000000003024000000000c06000000300000002000060c00681c000203001b098000000000036000000000edc0000000e03334000030561f0480000c114b0000000025128048000008d4400c0000020e0000000000000003600000000000400000000000c10600000000304180000000080000000000010800000000004800000000000e00000000000",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):3:0x37fffb","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x37fffd","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x37fffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):3:0x39ffff","(26, 30):(0, 0)|(26, 30):9:0x70000000c0000000000000000000010000000e000000480000008024000000980000041800000f00000e30000024100004704403a9807030f8104082e0a003080440012021024380480a060120380000000000000000000400000028000000c00",survival,0,5,5,26,30,99
"(5, 5):(0, 0)|(5, 5):3:0x3affff","(26, 30):(0, 0)|(26, 30):9:0x70000000c0000000000000000000010000000e000000480000008024000000980000041800000f00000e30000024100004704403a9807030f8104082e0a003080440012021024380480a060120380000000000000000000400000028000000c00",survival,0,5,5,26,30,99
"(5, 5):(0, 0)|(5, 5):3:0x3b7fff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,54
"(5, 5):(0, 0)|(5, 5):3:0x3bbfff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):3:0x3bdfff","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,41
"(5, 5):(0, 0)|(5, 5):3:0x3befff","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):3:0x3bf7ff","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):3:0x3bfbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):3:0x3bfdff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):3:0x3bfeff","(19, 31):(0, 0)|(19, 31):26:0x70000000000070041000e00820023010400050000000201c00008000000400000060000000500003818000090000002340000045c000008080000086000000800000002000000",survival,0,5,5,19,31,99
"(5, 5):(0, 0)|(5, 5):3:0x3bff7f","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):3:0x3bffbf","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):3:0x3bffdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):3:0x3bffef","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):3:0x3bfff7","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,5,5,3,3,24
"(5, 5):(0, 0)|(5, 5):3:0x3bfffb","(7, 12):(0, 0)|(7, 12):2:0x200c0e00e0110930be024",survival,0,5,5,7,12,99
"(5, 5):(0, 0)|(5, 5):3:0x3bfffd","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3bfffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):3:0x3cffff","(26, 30):(0, 0)|(26, 30):9:0x70000000c0000000000000000000010000000e000000480000008024000000980000041800000f00000e30000024100004704403a9807030f8104082e0a003080440012021024380480a060120380000000000000000000400000028000000c00",survival,0,5,5,26,30,99
"(5, 5):(0, 0)|(5, 5):3:0x3d7fff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,54
"(5, 5):(0, 0)|(5, 5):3:0x3dbfff","(18, 51):(0, 0)|(18, 51):5:0x1806000000000780c0000000039800000000008000300000002100060000000240000038000034600004000000ec00004000000cb006000000020a00c00003803b200000009001cc3800000200380000000420000000000107000000000040c0000000000f700000000030c40000000006000",survival,0,5,5,18,51,99
"(5, 5):(0, 0)|(5, 5):3:0x3ddfff","(30, 41):(0, 0)|(30, 41):6:0xc000000000a0000000001000000000100000000000000000000000c000000000500000000020000e00000000048000000004400e00000130000000002008200000600410000070020800003c000000000000380000000000700002800024000360e0220181a9f01e00c0f7000400007c9c00000013620000000709000000010700300000000018000000010000000001400000000060000000",survival,0,5,5,30,41,99
"(5, 5):(0, 0)|(5, 5):3:0x3defff","(30, 41):(0, 0)|(30, 41):6:0xc000000000a0000000001000000000100000000000000000000000c000000000500000000020000e00000000048000000004400e00000130000000002008200000600410000070020800003c000000000000380000000000700002800024000360e0220181a9f01e00c0f7000400007c9c00000013620000000709000000010700300000000018000000010000000001400000000060000000",survival,0,5,5,30,41,99
"(5, 5):(0, 0)|(5, 5):3:0x3df7ff","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,43
"(5, 5):(0, 0)|(5, 5):3:0x3dfbff","(9, 24):(0, 0)|(9, 24):7:0x10800627603a02c03801000e0900000380000000000a00000a000",survival,0,5,5,9,24,99
"(5, 5):(0, 0)|(5, 5):3:0x3dfdff","(13, 26):(0, 0)|(13, 26):19:0x4000002800000a00000100000000400301a801209400301800000000001000000a00000280000040",stable,0,5,5,13,26,91
"(5, 5):(0, 0)|(5, 5):3:0x3dfeff","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,43
"(5, 5):(0, 0)|(5, 5):3:0x3dff7f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,43
"(5, 5):(0, 0)|(5, 5):3:0x3dffbf","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,43
"(5, 5):(0, 0)|(5, 5):3:0x3dffdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,35
"(5, 5):(0, 0)|(5, 5):3:0x3dffef","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,18
"(5, 5):(0, 0)|(5, 5):3:0x3dfff7","(10, 9):(0, 0)|(10, 9):4:0x2010080038e0000000d86c",oscillator,2,5,5,10,9,38
"(5, 5):(0, 0)|(5, 5):3:0x3dfffb","(8, 15):(0, 0)|(8, 15):1:0x50013802f0061010e7210241180180",survival,0,5,5,8,15,99
"(5, 5):(0, 0)|(5, 5):3:0x3dfffd","(14, 26):(0, 0)|(14, 26):15:0x1000000a00000440000110802044d07c120e630040da503028a5811dbe0e4649805008000001400000200000",survival,0,5,5,14,26,99
"(5, 5):(0, 0)|(5, 5):3:0x3dfffe","(29, 30):(0, 0)|(29, 30):6:0xc00000070000181200003068000100c000000000000000000000000000000000000000000000000030300000c0c000000000000000000000380000031000000d6000032c86000c02180000480000002000000800000082000000080000048000001a000000b0000003800000",survival,0,5,5,29,30,99
"(5, 5):(0, 0)|(5, 5):3:0x3e7fff","(13, 14):(0, 0)|(13, 14):0:0x3040c2800a001000003019209301800001000a00280040",stable,0,5,5,13,14,58
"(5, 5):(0, 0)|(5, 5):3:0x3ebfff","(11, 6):(0, 0)|(11, 6):3:0x6246000000010a18",stable,0,5,5,11,6,21
"(5, 5):(0, 0)|(5, 5):3:0x3edfff","(37, 39):(0, 0)|(37, 39):6:0x10000000005000000001b000000002400000000900000000090000000012000000001800000000740000000130000000026000000002000000000400001000050000500012000060002400000004300c00000620180000044000000000400000000080000000008000000006000000006c00000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000028000000003",survival,0,5,5,37,39,99
"(5, 5):(0, 0)|(5, 5):3:0x3eefff","(37, 39):(0, 0)|(37, 39):6:0x10000000005000000001b000000002400000000900000000090000000012000000001800000000740000000130000000026000000002000000000400001000050000500012000060002400000004300c00000620180000044000000000400000000080000000008000000006000000006c00000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000028000000003",survival,0,5,5,37,39,99
"(5, 5):(0, 0)|(5, 5):3:0x3ef7ff","(26, 9):(0, 0)|(26, 9):6:0xc09030000000000000000301800000000000000000000000000030180",stable,0,5,5,26,9,95
"(5, 5):(0, 0)|(5, 5):3:0x3efbff","(9, 5):(0, 0)|(9, 5):4:0x10840006288",oscillator,2,5,5,9,5,9
"(5, 5):(0, 0)|(5, 5):3:0x3efdff","(11, 6):(0, 0)|(11, 6):3:0x6246000000010a18",stable,0,5,5,11,6,21
"(5, 5):(0, 0)|(5, 5):3:0x3efeff","(37, 39):(0, 0)|(37, 39):6:0x10000000005000000001b000000002400000000900000000090000000012000000001800000000740000000130000000026000000002000000000400001000050000500012000060002400000004300c00000620180000044000000000400000000080000000008000000006000000006c00000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000028000000003",survival,0,5,5,37,39,99
"(5, 5):(0, 0)|(5, 5):3:0x3eff7f","(37, 39):(0, 0)|(37, 39):6:0x10000000005000000001b000000002400000000900000000090000000012000000001800000000740000000130000000026000000002000000000400001000050000500012000060002400000004300c00000620180000044000000000400000000080000000008000000006000000006c00000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000028000000003",survival,0,5,5,37,39,99
"(5, 5):(0, 0)|(5, 5):3:0x3effbf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):3:0x3effdf","(9, 5):(0, 0)|(9, 5):4:0x10840006288",oscillator,2,5,5,9,5,9
"(5, 5):(0, 0)|(5, 5):3:0x3effef","(4, 10):(0, 0)|(4, 10):1:0x6024060c03",stable,0,5,5,4,10,32
"(5, 5):(0, 0)|(5, 5):3:0x3efff7","(7, 10):(0, 0)|(7, 10):7:0x60240a4128090180",stable,0,5,5,7,10,18
"(5, 5):(0, 0)|(5, 5):3:0x3efffb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3efffd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):3:0x3efffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 5):(0, 0)|(5, 5):3:0x3f3fff","(50, 24):(0, 0)|(50, 24):18:0x3800403601e08102f4c106020303a2800194840000300000000000000000000000000000000000300000300000000000000000000000000000000000000000000a00000c0000040000000000003000003000000000000000060e00060000000000003800304400306c00004200003600002200001c0000000000000060180096240096f80060f00006a00002200000c00000c000",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):3:0x3f5fff","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,29
"(5, 5):(0, 0)|(5, 5):3:0x3f6fff","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,29
"(5, 5):(0, 0)|(5, 5):3:0x3f77ff","(29, 33):(0, 0)|(29, 33):0:0x1c0000000800000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000010000000080000000000000000e00000000000000200000002800000014000000040",survival,0,5,5,29,33,99
"(5, 5):(0, 0)|(5, 5):3:0x3f7bff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):3:0x3f7dff","(50, 24):(0, 0)|(50, 24):18:0x3800403601e08102f4c106020303a2800194840000300000000000000000000000000000000000300000300000000000000000000000000000000000000000000a00000c0000040000000000003000003000000000000000060e00060000000000003800304400306c00004200003600002200001c0000000000000060180096240096f80060f00006a00002200000c00000c000",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):3:0x3f7eff","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,29
"(5, 5):(0, 0)|(5, 5):3:0x3f7f7f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,29
"(5, 5):(0, 0)|(5, 5):3:0x3f7fbf","(29, 33):(0, 0)|(29, 33):0:0x1c0000000800000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000010000000080000000000000000e00000000000000200000002800000014000000040",survival,0,5,5,29,33,99
"(5, 5):(0, 0)|(5, 5):3:0x3f7fdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):3:0x3f7fef","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):3:0x3f7ff7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3f7ffb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3f7ffd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 5):(0, 0)|(5, 5):3:0x3f7ffe","(38, 26):(0, 0)|(38, 26):20:0xe00000d4000051000011400005600030e0000c0000000000000000000000000000000000e08000c02000310800200000082e386000002c9008083002038c0080200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000004000001c00000",survival,0,5,5,38,26,99
"(5, 5):(0, 0)|(5, 5):3:0x3f9fff","(32, 17):(0, 0)|(32, 17):12:0x8000a0009000300000000000000000018c014900828040f012058488c183000140006200028000c000000000300024000c000000000000000000008000a0009000300",survival,0,5,5,32,17,99
"(5, 5):(0, 0)|(5, 5):3:0x3fafff","(14, 14):(0, 0)|(14, 14):12:0x8005001400200000000000000000000000018009001800",stable,0,5,5,14,14,43
"(5, 5):(0, 0)|(5, 5):3:0x3fb7ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):3:0x3fbbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3fbdff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):3:0x3fbeff","(32, 17):(0, 0)|(32, 17):12:0x8000a0009000300000000000000000018c014900828040f012058488c183000140006200028000c000000000300024000c000000000000000000008000a0009000300",survival,0,5,5,32,17,99
"(5, 5):(0, 0)|(5, 5):3:0x3fbf7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):3:0x3fbfbf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):3:0x3fbfdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3fbfef","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,25
"(5, 5):(0, 0)|(5, 5):3:0x3fbff7","(24, 50):(0, 0)|(24, 50):43:0x180000000000090000000003024000000000c06000000300000002000060c00681c000203001b098000000000036000000000edc0000000e03334000030561f0480000c114b0000000025128048000008d4400c0000020e0000000000000003600000000000400000000000c10600000000304180000000080000000000010800000000004800000000000e00000000000",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):3:0x3fbffb","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3fbffd","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3fbffe","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):3:0x3fcfff","(14, 20):(0, 0)|(14, 20):9:0x60000480003800080802400020020460d0307601c680084840010a00009000060000",survival,0,5,5,14,20,99
"(5, 5):(0, 0)|(5, 5):3:0x3fd7ff","(3, 3):(0, 0)|(3, 3):1:0xae",stable,0,5,5,3,3,17
