start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(5, 5):(0, 0)|(5, 5):3:0x3ffbb3","(17, 18):(0, 0)|(17, 18):12:0x20021919123a5c8611c1c0b08158808800000000000000002000140002000c000500008000",survival,0,5,5,17,18,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffbb5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffbb6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffbb9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffbba","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffbbc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):3:0x3ffbc7","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffbcb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffbcd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffbd3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffbd5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffbd9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffbe5","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffbe6","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffbe9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffbea","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffbec","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffbf1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffbf2","(52, 20):(0, 0)|(52, 20):14:0x3800008000000001400030003b00038100103007f1009e20010000000000000000000e0000900000030070300000000000081800818008000000000300003000000000000000000003800008000100000000000000000000000000300003000000000000000000000000000000000000300306c050240ce2407b180230001c000",survival,0,5,5,52,20,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffbf4","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffc3f","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,18
"(5, 5):(0, 0)|(5, 5):3:0x3ffc5f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,25
"(5, 5):(0, 0)|(5, 5):3:0x3ffc6f","(41, 17):(0, 0)|(41, 17):3:0x2000380026003d0010800640018000000002000500018000000000000000000000000000000000000060003000000020001030081800000000000c60223000000a000200000c001e000c8008c007a00060018000a00020",survival,0,5,5,41,17,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffc77","(23, 7):(0, 0)|(23, 7):3:0x34ba7300000000000000000000000000019cba58",survival,0,5,5,23,7,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffc7b","(21, 18):(0, 0)|(21, 18):2:0xc000300000000000000000000000006000240006000000000000000000000020000800020000000000000030000c00",oscillator,2,5,5,21,18,86
"(5, 5):(0, 0)|(5, 5):3:0x3ffc7d","(20, 22):(0, 0)|(20, 22):7:0x180018607090022180088000c180042100114400421000c18000800002100004400001c00018000000001800005000012000028000040",survival,0,5,5,20,22,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffc7e","(14, 9):(0, 0)|(14, 9):5:0x1c0a050000000018148100801f0f860",survival,0,5,5,14,9,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffc9f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,35
"(5, 5):(0, 0)|(5, 5):3:0x3ffcaf","(31, 19):(0, 0)|(31, 19):3:0x3800000c0223c040880a3b000980024002000040700cd60061780649e0c15c01048018ee6000006380104830570649e185e0cd60101c02000009000098028ec04088088f0000c00e000",survival,0,5,5,31,19,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffcb7","(4, 10):(0, 0)|(4, 10):1:0x6024261406",stable,0,5,5,4,10,8
"(5, 5):(0, 0)|(5, 5):3:0x3ffcbb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffcbd","(13, 6):(0, 0)|(13, 6):4:0x2142000000000000c30",stable,0,5,5,13,6,76
"(5, 5):(0, 0)|(5, 5):3:0x3ffcbe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffccf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):3:0x3ffcd7","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,8
"(5, 5):(0, 0)|(5, 5):3:0x3ffcdb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffcdd","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,24
"(5, 5):(0, 0)|(5, 5):3:0x3ffcde","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffce7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):3:0x3ffceb","(10, 14):(0, 0)|(10, 14):4:0xe0000000600180003000c000000000c003",oscillator,2,5,5,10,14,83
"(5, 5):(0, 0)|(5, 5):3:0x3ffced","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffcee","(24, 50):(0, 0)|(24, 50):5:0x6000000000002400000000000903000000000180c0000000000000030000005800c180001036003010000e0000000000064dc000000001b3301c0000000e3e1a8300000b034a20c000048052290000000008ac40000048001c1000000c000000000000000000000001b0000000000008000000001820c0000000060830000000000004000000000042000000000004800000000001c",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffcf3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):3:0x3ffcf5","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffcf6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffcf9","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffcfa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffcfc","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,5,5,4,4,14
"(5, 5):(0, 0)|(5, 5):3:0x3ffd1f","(9, 12):(0, 0)|(9, 12):9:0x400a005002000000c00a00400",stable,0,5,5,9,12,51
"(5, 5):(0, 0)|(5, 5):3:0x3ffd2f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,29
"(5, 5):(0, 0)|(5, 5):3:0x3ffd37","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):3:0x3ffd3b","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,15
"(5, 5):(0, 0)|(5, 5):3:0x3ffd3d","(35, 32):(0, 0)|(35, 32):0:0xc0000000a00000008000000000000380000004c00000062000000390000000c8000000480000009000000090000000e0300000003000000000000000000000000000000c0000058a000003d700000050000180100001800800000004000000040000000000000038000000380000004400000014000000d8000000000000000000000020000000c000000060",survival,0,5,5,35,32,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffd3e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,14
"(5, 5):(0, 0)|(5, 5):3:0x3ffd4f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffd57","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffd5b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffd5d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffd5e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffd67","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):3:0x3ffd6b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffd6d","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffd6e","(4, 4):(0, 0)|(4, 4):2:0x25ac",stable,0,5,5,4,4,5
"(5, 5):(0, 0)|(5, 5):3:0x3ffd73","(21, 18):(0, 0)|(21, 18):2:0xc000300000000000000000000000006000240006000000000000000000000020000800020000000000000030000c00",oscillator,2,5,5,21,18,86
"(5, 5):(0, 0)|(5, 5):3:0x3ffd75","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffd76","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):3:0x3ffd79","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,15
"(5, 5):(0, 0)|(5, 5):3:0x3ffd7a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffd7c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):3:0x3ffd8f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffd97","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):3:0x3ffd9b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffd9d","(3, 3):(0, 0)|(3, 3):1:0xee",stable,0,5,5,3,3,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffd9e","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,9
"(5, 5):(0, 0)|(5, 5):3:0x3ffda7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,14
"(5, 5):(0, 0)|(5, 5):3:0x3ffdab","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffdad","(35, 22):(0, 0)|(35, 22):13:0x100000600021c0018180040200001000308000d80001e000010000000338000d206008228010ca0072800055c0100000455c017280010ca008228012060038000c0000300100001e0000d8000308000010004020018180021c000060000100",survival,0,5,5,35,22,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffdae","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,15
"(5, 5):(0, 0)|(5, 5):3:0x3ffdb3","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,8
"(5, 5):(0, 0)|(5, 5):3:0x3ffdb5","(35, 22):(0, 0)|(35, 22):13:0x100000600021c0018180040200001000308000d80001e000010000000338000d206008228010ca0072800055c0100000455c017280010ca008228012060038000c0000300100001e0000d8000308000010004020018180021c000060000100",survival,0,5,5,35,22,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffdb6","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffdb9","(33, 14):(0, 0)|(33, 14):8:0x2001400500080000010002c00080200020008004c01c000001000800100000000000000400000000000000000030012004800c00000c003000",survival,0,5,5,33,14,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffdba","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffdbc","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,9
"(5, 5):(0, 0)|(5, 5):3:0x3ffdc7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffdcb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffdcd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffdce","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffdd3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffdd5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffdd6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffdd9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffdda","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffddc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):3:0x3ffde5","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffde6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffde9","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffdea","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffdec","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffdf1","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffdf2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):3:0x3ffdf4","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):3:0x3ffe1f","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,24
"(5, 5):(0, 0)|(5, 5):3:0x3ffe2f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,21
"(5, 5):(0, 0)|(5, 5):3:0x3ffe37","(6, 6):(0, 0)|(6, 6):2:0x312df6b18",survival,0,5,5,6,6,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffe3b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffe3d","(21, 33):(0, 0)|(21, 33):3:0x2000000010000000080000402180007010c00054486000625000e1d144e169311c716480002c800f00266908003711fc00198a30000282040000800000000000000000000000000000000000000000c00000006000000",survival,0,5,5,21,33,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffe3e","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,30
"(5, 5):(0, 0)|(5, 5):3:0x3ffe4f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,26
"(5, 5):(0, 0)|(5, 5):3:0x3ffe57","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,8
"(5, 5):(0, 0)|(5, 5):3:0x3ffe5b","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,5,5,3,3,22
"(5, 5):(0, 0)|(5, 5):3:0x3ffe5d","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,21
"(5, 5):(0, 0)|(5, 5):3:0x3ffe5e","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffe67","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,11
"(5, 5):(0, 0)|(5, 5):3:0x3ffe6b","(8, 15):(0, 0)|(8, 15):6:0x30008c02048739c20378027002800",survival,0,5,5,8,15,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffe6d","(41, 36):(0, 0)|(41, 36):34:0x30000000050000000010000000000000000000000000000400000000600000000a400000005c0000000658000000400000000098000000000000000e00000000000000000000000000800000000d80000000980000000d80000000600000000c00000006400c0000bc00c0000c000000000000000000c00000001c000000015800000018c0000001180000006d00000003d00000000e0000000000000000000000000000000000004000000003000000006000000",survival,0,5,5,41,36,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffe6e","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,9
"(5, 5):(0, 0)|(5, 5):3:0x3ffe73","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffe75","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffe76","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffe79","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffe7a","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffe7c","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,8
"(5, 5):(0, 0)|(5, 5):3:0x3ffe8f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,54
"(5, 5):(0, 0)|(5, 5):3:0x3ffe97","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,38
"(5, 5):(0, 0)|(5, 5):3:0x3ffe9b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,26
"(5, 5):(0, 0)|(5, 5):3:0x3ffe9d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,20
"(5, 5):(0, 0)|(5, 5):3:0x3ffe9e","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffea7","(35, 32):(0, 0)|(35, 32):5:0x6000000030000000400000000000000000000001b00000028000000220000001c0000001c00000000000000200000002000000010018000080180000a000000ebc0000051a000003000000000000000000000000000000000000000070000000900000009000000120000001300000009c00000046000000320000001c00000000000010000000500000003",survival,0,5,5,35,32,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffeab","(35, 32):(0, 0)|(35, 32):5:0x6000000030000000400000000000000000000001b00000028000000220000001c0000001c00000000000000200000002000000010018000080180000a000000ebc0000051a000003000000000000000000000000000000c0000000c070000000900000009000000120000001300000009c00000046000000320000001c00000000000010000000500000003",survival,0,5,5,35,32,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffead","(20, 36):(0, 0)|(20, 36):16:0xe00000000200000018580000018d80001028190003819158006c0d10007c00dbc000c00082800e00092800000010000000040000000000000010000000000000000050000000020000000000000000000000000000000380",survival,0,5,5,20,36,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffeae","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffeb3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffeb5","(30, 34):(0, 0)|(30, 34):12:0xc0000000280000001a00000006c004006240024014e0008804103022001f0c18800220024081880000d8ac00003624000007020000000280000000880101002200a1b00440287c0360041600d8001e0038000d800000032000000008008000030027c000001008816002825068008d1808000e0000c00000003000000010",survival,0,5,5,30,34,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffeb6","(3, 6):(0, 0)|(3, 6):0:0x30cc3",stable,0,5,5,3,6,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffeb9","(36, 33):(0, 0)|(36, 33):26:0x20000000300000001400000000000000000000000040000000f0000000540000007300000003000000058000000180000000a000000030000300000001802c0000006180000015400000022000000080000000000000000060000000300000e00000009000000042000000200000000040000004000000182000001b600000042000000120200000c0200000001c0000000",survival,0,5,5,36,33,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffeba","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffebc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffec7","(14, 33):(0, 0)|(14, 33):27:0x700000007c600003a85000027bb000014d20000096a000008bf00000c0c00000802000004010000018040000008280000002400000042",survival,0,5,5,14,33,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffecb","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,13
"(5, 5):(0, 0)|(5, 5):3:0x3ffecd","(18, 25):(0, 0)|(18, 25):12:0x31860018c3000000000000000000000000000000000000000000000000000000000000000800000a000009000002008000004000002000",survival,0,5,5,18,25,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffece","(64, 37):(0, 0)|(64, 37):12:0xb0000000044000000001000000198800000181c000000600000000100000000000000000003000000000400000000c00000000000000000000000000060000000030000000000000000000000000000000000000000000000000000a000000006000000001000000000000000000000000000000000000030000000018000000000000000000000000060e000000300000000000000000000000000300000000180c00000000d00000000c800000006800000002800000003f80000003b4000001980000000c240000000200000001de0000000e000000004300000000000000000e00000000700000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014000000006000000002",survival,0,5,5,64,37,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffed3","(3, 6):(0, 0)|(3, 6):0:0x208e3",oscillator,2,5,5,3,6,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffed5","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,5
"(5, 5):(0, 0)|(5, 5):3:0x3ffed6","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,5
"(5, 5):(0, 0)|(5, 5):3:0x3ffed9","(16, 15):(0, 0)|(16, 15):2:0x200040008000000000060036c06000fb1400e410a85d5080c0ef40718002",survival,0,5,5,16,15,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffeda","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(5, 5):(0, 0)|(5, 5):3:0x3ffedc","(10, 23):(0, 0)|(10, 23):0:0x3000006000000000000000018000330000600000000000000001800003",stable,0,5,5,10,23,69
"(5, 5):(0, 0)|(5, 5):3:0x3ffee5","(41, 36):(0, 0)|(41, 36):34:0x30000000050000000010000000000000000000000000000400000000600000000a400000005c0000000658000000400000000098000000000000000e00000000000000000000000000800000000d80000000980000000d80000000600000000c00000006400c0000bc00c0000c000000000000000000c00000001c000000015800000018c0000001180000006d00000003d00000000e0000000000000000000000000000000000004000000003000000006000000",survival,0,5,5,41,36,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffee6","(18, 25):(0, 0)|(18, 25):12:0x31860018c3000000000000000000000000000000000000000000000000000000000000000800000a000009000002008000004000002000",survival,0,5,5,18,25,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffee9","(41, 36):(0, 0)|(41, 36):34:0x30000000050000000010000000000000000000000000000400000000600000000a400000005c0000000658000000400000000098000000000000000e00000000000000000000000000800000000d80000000980000000d80000000600000000c00000006400c0000bc00c0000c000000000000000000c00000001c000000015800000018c0000001180000006d00000003d00000000e0000000000000000000000000000000000004000000003000000006000000",survival,0,5,5,41,36,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffeea","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,13
"(5, 5):(0, 0)|(5, 5):3:0x3ffeec","(5, 11):(0, 0)|(5, 11):8:0x700082687300",survival,0,5,5,5,11,99
"(5, 5):(0, 0)|(5, 5):3:0x3ffef1","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):3:0x3ffef2","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,6
"(5, 5):(0, 0)|(5, 5):3:0x3ffef4","(3, 7):(0, 0)|(3, 7):5:0xf1e0",stable,0,5,5,3,7,5
"(5, 5):(0, 0)|(5, 5):3:0x3fff0f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):3:0x3fff17","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,7
"(5, 5):(0, 0)|(5, 5):3:0x3fff1b","(10, 7):(0, 0)|(10, 7):1:0x1848a0800000c24282",stable,0,5,5,10,7,16
"(5, 5):(0, 0)|(5, 5):3:0x3fff1d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):3:0x3fff1e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,24
"(5, 5):(0, 0)|(5, 5):3:0x3fff27","(28, 31):(0, 0)|(28, 31):21:0x60000000b0000000e00000000000001000000038000000f8000000100000000000000000000000000003020000096100000c8200000106000000880000007e0000000a1000002450000030a0000000800000000000000800038010000400200005000001860000038000",survival,0,5,5,28,31,99
