start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(5, 5):(0, 0)|(5, 5):2:0x5dffff","(34, 25):(0, 0)|(34, 25):1:0x18000018000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001400000a000002",survival,0,5,5,34,25,99
"(5, 5):(0, 0)|(5, 5):2:0x5effff","(23, 23):(0, 0)|(23, 23):13:0x800002800005800003000006e00067b00078d00200a008d0001ba00008800000000000800002c018158032e41809903011a0006a4000550000240000700000400",survival,0,5,5,23,23,99
"(5, 5):(0, 0)|(5, 5):2:0x5f7fff","(37, 13):(0, 0)|(37, 13):7:0x382ec6ae318188844a14d840400600000000000000000000000000e0040010000000000000006003000000000000c00a00e00900880460310070038",survival,0,5,5,37,13,99
"(5, 5):(0, 0)|(5, 5):2:0x5fbfff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):2:0x5fdfff","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):2:0x5fefff","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):2:0x5ff7ff","(6, 4):(0, 0)|(6, 4):0:0xe00033",oscillator,2,5,5,6,4,15
"(5, 5):(0, 0)|(5, 5):2:0x5ffbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):2:0x5ffdff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):2:0x5ffeff","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):2:0x5fff7f","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):2:0x5fffbf","(24, 15):(0, 0)|(24, 15):0:0x8001000200000000000000000030009000c080028009000c00000003800000000000000000000000c002400300",oscillator,2,5,5,24,15,82
"(5, 5):(0, 0)|(5, 5):2:0x5fffdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):2:0x5fffef","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x5ffff7","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,5,5,3,3,24
"(5, 5):(0, 0)|(5, 5):2:0x5ffffb","(7, 12):(0, 0)|(7, 12):2:0x200c0e00e0110930be024",survival,0,5,5,7,12,99
"(5, 5):(0, 0)|(5, 5):2:0x5ffffd","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):2:0x5ffffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x67ffff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,16
"(5, 5):(0, 0)|(5, 5):2:0x6bffff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,48
"(5, 5):(0, 0)|(5, 5):2:0x6dffff","(28, 42):(0, 0)|(28, 42):22:0x3800000000090000020000400001c00460000090000000007d009000000f6000000000002100000008082001818004bb8030ee0343600c180010c200000c601e803401b24310c60f0e90283007d0380e0000900c0000001c010000000202400000000050000000000014000000000880000000020000000001000000000070000000000200000000048000000000e0000",survival,0,5,5,28,42,99
"(5, 5):(0, 0)|(5, 5):2:0x6effff","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,33
"(5, 5):(0, 0)|(5, 5):2:0x6f7fff","(37, 13):(0, 0)|(37, 13):7:0x382ec6ae318188844a14d840400600000000000000000000000000e0040010000000000000006003000000000000c00a00e00900880460310070038",survival,0,5,5,37,13,99
"(5, 5):(0, 0)|(5, 5):2:0x6fbfff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x6fdfff","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,41
"(5, 5):(0, 0)|(5, 5):2:0x6fefff","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,41
"(5, 5):(0, 0)|(5, 5):2:0x6ff7ff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,16
"(5, 5):(0, 0)|(5, 5):2:0x6ffbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):2:0x6ffdff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x6ffeff","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,41
"(5, 5):(0, 0)|(5, 5):2:0x6fff7f","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,41
"(5, 5):(0, 0)|(5, 5):2:0x6fffbf","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,41
"(5, 5):(0, 0)|(5, 5):2:0x6fffdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):2:0x6fffef","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffff7","(3, 7):(0, 0)|(3, 7):0:0x183183",stable,0,5,5,3,7,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffffb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffffd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x6ffffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x75ffff","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,26
"(5, 5):(0, 0)|(5, 5):2:0x76ffff","(11, 10):(0, 0)|(11, 10):8:0x20140200000000000000000380",oscillator,2,5,5,11,10,60
"(5, 5):(0, 0)|(5, 5):2:0x777fff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):2:0x77f7ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x77fbff","(50, 24):(0, 0)|(50, 24):3:0x1c00006c0200810780832f40c040600145c02129800c00000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000000000050000030000020000000000c00000c00000000000000007060000060000000001c0000220c00360c004200006c00004400003800000000000000001806002469001f69000f06000560000440000300000300",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):2:0x77ffdf","(50, 24):(0, 0)|(50, 24):3:0x1c00006c0200810780832f40c040600145c02129800c00000000000000000000000000000000000c00000c0000000000000000000000000000000000000000000000000050000030000020000000000c00000c00000000000000007060000060000000001c0000220c00360c004200006c00004400003800000000000000001806002469001f69000f06000560000440000300000300",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):2:0x79ffff","(20, 15):(0, 0)|(20, 15):9:0x4000c380c003800480020001004f008203b80220038002000000000000000000000030006",survival,0,5,5,20,15,99
"(5, 5):(0, 0)|(5, 5):2:0x7affff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7b7fff","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,14
"(5, 5):(0, 0)|(5, 5):2:0x7bbfff","(15, 24):(0, 0)|(15, 24):0:0xe08000014000014000008000000002000005000005001002002800004800003000000000000200000200000200",oscillator,2,5,5,15,24,82
"(5, 5):(0, 0)|(5, 5):2:0x7bdfff","(7, 7):(0, 0)|(7, 7):0:0x1830000018486",stable,0,5,5,7,7,90
"(5, 5):(0, 0)|(5, 5):2:0x7befff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7bf7ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7bfbff","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7bfdff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,46
"(5, 5):(0, 0)|(5, 5):2:0x7bfeff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,16
"(5, 5):(0, 0)|(5, 5):2:0x7bff7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7bffbf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7bffdf","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7bffef","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,48
"(5, 5):(0, 0)|(5, 5):2:0x7bfff7","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,14
"(5, 5):(0, 0)|(5, 5):2:0x7bfffb","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7bfffd","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7bfffe","(6, 6):(0, 0)|(6, 6):4:0xc3000c30",stable,0,5,5,6,6,6
"(5, 5):(0, 0)|(5, 5):2:0x7cffff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7d7fff","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,12
"(5, 5):(0, 0)|(5, 5):2:0x7dbfff","(39, 39):(0, 0)|(39, 39):36:0x180000000018000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000820000000b8e80000009b20000000e380000009832000000e038000180000030010000004008c0100620144020114010c040610000c001800021800308002c0001a000200e008000000000000011831000005904d000007e0fc0000070070000",survival,0,5,5,39,39,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddfff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7defff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7df7ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7dfbff","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7dfdff","(39, 39):(0, 0)|(39, 39):36:0x180000000018000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000820000000b8e80000009b20000000e380000009832000000e038000180000030010000004008c0100620144020114010c040610000c001800021800308002c0001a000200e008000000000000011831000005904d000007e0fc0000070070000",survival,0,5,5,39,39,99
"(5, 5):(0, 0)|(5, 5):2:0x7dfeff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7dff7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7dffbf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7dffdf","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7dffef","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,48
"(5, 5):(0, 0)|(5, 5):2:0x7dfff7","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,14
"(5, 5):(0, 0)|(5, 5):2:0x7dfffb","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7dfffd","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7dfffe","(6, 6):(0, 0)|(6, 6):4:0xc3000c30",stable,0,5,5,6,6,6
"(5, 5):(0, 0)|(5, 5):2:0x7e7fff","(7, 7):(0, 0)|(7, 7):5:0x82850403060",stable,0,5,5,7,7,49
"(5, 5):(0, 0)|(5, 5):2:0x7ebfff","(14, 14):(0, 0)|(14, 14):12:0x8005001400200000000000000000000000018009001800",stable,0,5,5,14,14,57
"(5, 5):(0, 0)|(5, 5):2:0x7edfff","(20, 15):(0, 0)|(20, 15):9:0x4000c380c003800480020001004f008203b80220038002000000000000000000000030006",survival,0,5,5,20,15,99
"(5, 5):(0, 0)|(5, 5):2:0x7eefff","(20, 15):(0, 0)|(20, 15):9:0x4000c380c003800480020001004f008203b80220038002000000000000000000000030006",survival,0,5,5,20,15,99
"(5, 5):(0, 0)|(5, 5):2:0x7ef7ff","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,31
"(5, 5):(0, 0)|(5, 5):2:0x7efbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):2:0x7efdff","(14, 14):(0, 0)|(14, 14):12:0x8005001400200000000000000000000000018009001800",stable,0,5,5,14,14,57
"(5, 5):(0, 0)|(5, 5):2:0x7efeff","(20, 15):(0, 0)|(20, 15):9:0x4000c380c003800480020001004f008203b80220038002000000000000000000000030006",survival,0,5,5,20,15,99
"(5, 5):(0, 0)|(5, 5):2:0x7eff7f","(20, 15):(0, 0)|(20, 15):9:0x4000c380c003800480020001004f008203b80220038002000000000000000000000030006",survival,0,5,5,20,15,99
"(5, 5):(0, 0)|(5, 5):2:0x7effbf","(33, 13):(0, 0)|(33, 13):3:0x3800000200c002004006802401400400000020008008004607684b81ac07800c0000000001c000000000000000000000000c00a0060",survival,0,5,5,33,13,99
"(5, 5):(0, 0)|(5, 5):2:0x7effdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7effef","(29, 19):(0, 0)|(29, 19):7:0x800028000480008800c8000110060401800048008503244076c008b001b000000000000000001b00022c4076d40c948008600006040004400c80002200048000a0000800",survival,0,5,5,29,19,99
"(5, 5):(0, 0)|(5, 5):2:0x7efff7","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,17
"(5, 5):(0, 0)|(5, 5):2:0x7efffb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,11
"(5, 5):(0, 0)|(5, 5):2:0x7efffd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x7efffe","(7, 6):(0, 0)|(7, 6):3:0x6245080c30",stable,0,5,5,7,6,7
"(5, 5):(0, 0)|(5, 5):2:0x7f3fff","(50, 24):(0, 0)|(50, 24):18:0x3800403601e08102f4c106020303a2800194840000300000000000000000000000000000000000300000300000000000000000000000000000000000000000000a00000c0000040000000000003000003000000000000000060e00060000000000003800304400306c00004200003600002200001c0000000000000060180096240096f80060f00006a00002200000c00000c000",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):2:0x7f5fff","(37, 13):(0, 0)|(37, 13):7:0x382ec6ae318188844a14d840400600000000000000000000000000e0040010000000000000006003000000000000c00a00e00900880460310070038",survival,0,5,5,37,13,99
"(5, 5):(0, 0)|(5, 5):2:0x7f6fff","(37, 13):(0, 0)|(37, 13):7:0x382ec6ae318188844a14d840400600000000000000000000000000e0040010000000000000006003000000000000c00a00e00900880460310070038",survival,0,5,5,37,13,99
"(5, 5):(0, 0)|(5, 5):2:0x7f77ff","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,41
"(5, 5):(0, 0)|(5, 5):2:0x7f7bff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):2:0x7f7dff","(50, 24):(0, 0)|(50, 24):18:0x3800403601e08102f4c106020303a2800194840000300000000000000000000000000000000000300000300000000000000000000000000000000000000000000a00000c0000040000000000003000003000000000000000060e00060000000000003800304400306c00004200003600002200001c0000000000000060180096240096f80060f00006a00002200000c00000c000",survival,0,5,5,50,24,99
"(5, 5):(0, 0)|(5, 5):2:0x7f7eff","(37, 13):(0, 0)|(37, 13):7:0x382ec6ae318188844a14d840400600000000000000000000000000e0040010000000000000006003000000000000c00a00e00900880460310070038",survival,0,5,5,37,13,99
"(5, 5):(0, 0)|(5, 5):2:0x7f7f7f","(37, 13):(0, 0)|(37, 13):7:0x382ec6ae318188844a14d840400600000000000000000000000000e0040010000000000000006003000000000000c00a00e00900880460310070038",survival,0,5,5,37,13,99
"(5, 5):(0, 0)|(5, 5):2:0x7f7fbf","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,41
"(5, 5):(0, 0)|(5, 5):2:0x7f7fdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):2:0x7f7fef","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x7f7ff7","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x7f7ffb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):2:0x7f7ffd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7f7ffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x7f9fff","(26, 23):(0, 0)|(26, 23):11:0x4000014000028000020000000c000024000030200004e0000a60001f800012000018000000000000000000000000000001000005000003000000000004000048000220000480000e000",survival,0,5,5,26,23,99
"(5, 5):(0, 0)|(5, 5):2:0x7fafff","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,26
"(5, 5):(0, 0)|(5, 5):2:0x7fb7ff","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,26
"(5, 5):(0, 0)|(5, 5):2:0x7fbbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):2:0x7fbdff","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,26
"(5, 5):(0, 0)|(5, 5):2:0x7fbeff","(26, 23):(0, 0)|(26, 23):11:0x4000014000028000020000000c000024000030200004e0000a60001f800012000018000000000000000000000000000001000005000003000000000004000048000220000480000e000",survival,0,5,5,26,23,99
"(5, 5):(0, 0)|(5, 5):2:0x7fbf7f","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,26
"(5, 5):(0, 0)|(5, 5):2:0x7fbfbf","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,26
"(5, 5):(0, 0)|(5, 5):2:0x7fbfdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):2:0x7fbfef","(23, 10):(0, 0)|(23, 10):8:0x30cc30000000000000000000000000000000000000000000030cc300",stable,0,5,5,23,10,81
"(5, 5):(0, 0)|(5, 5):2:0x7fbff7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):2:0x7fbffb","(24, 50):(0, 0)|(24, 50):2:0x38000000000012000000000004200000000002000000000000c1060000000030418000000001000000000000d80000000000000000000000030000008380012000002351000000000944a012000030452c0d00000c1587c70000000380ccd8000000003b26000000000007000080c006c08000183001a000000c000000000000003018000000000c0900000000000240000000000060",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):2:0x7fbffd","(24, 50):(0, 0)|(24, 50):2:0x38000000000012000000000004200000000002000000000000c1060000000030418000000001000000000000d80000000000000000000000030000008380012000002351000000000944a012000030452c0d00000c1587c70000000380ccd8000000003b26000000000007000080c006c08000183001a000000c000000000000003018000000000c0900000000000240000000000060",survival,0,5,5,24,50,99
"(5, 5):(0, 0)|(5, 5):2:0x7fbffe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x7fcfff","(27, 24):(0, 0)|(27, 24):8:0x800001400003600000a00001d000013000028000000000000000000000000000000000000000000002500005900009400006000000000000000000000000000000000000000000000000000ee0000280",survival,0,5,5,27,24,99
"(5, 5):(0, 0)|(5, 5):2:0x7fd7ff","(27, 24):(0, 0)|(27, 24):8:0x800001400003600000a00001d000013000028000000000000000000000000000000000000000000002500005900009400006000000000000000000000000000000000000000000000000000ee0000280",survival,0,5,5,27,24,99
"(5, 5):(0, 0)|(5, 5):2:0x7fdbff","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
"(5, 5):(0, 0)|(5, 5):2:0x7fddff","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,26
"(5, 5):(0, 0)|(5, 5):2:0x7fdeff","(12, 16):(0, 0)|(12, 16):0:0xe00000000000000001c00000000300030000000000300030",oscillator,2,5,5,12,16,63
"(5, 5):(0, 0)|(5, 5):2:0x7fdf7f","(27, 24):(0, 0)|(27, 24):8:0x800001400003600000a00001d000013000028000000000000000000000000000000000000000000002500005900009400006000000000000000000000000000000000000000000000000000ee0000280",survival,0,5,5,27,24,99
"(5, 5):(0, 0)|(5, 5):2:0x7fdfbf","(27, 24):(0, 0)|(27, 24):8:0x800001400003600000a00001d000013000028000000000000000000000000000000000000000000002500005900009400006000000000000000000000000000000000000000000000000000ee0000280",survival,0,5,5,27,24,99
"(5, 5):(0, 0)|(5, 5):2:0x7fdfdf","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,20
