start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(3, 5):(0, 0)|(3, 5):4:0x494","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(3, 5):(0, 0)|(3, 5):4:0x498","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x4b0","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x4d0","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x511","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x512","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x514","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x518","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(3, 5):(0, 0)|(3, 5):4:0x530","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x603","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x605","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x606","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x609","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x60a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x60c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x611","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x612","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x614","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x618","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(3, 5):(0, 0)|(3, 5):4:0x622","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x624","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x628","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x642","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x644","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x648","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x682","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x684","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(3, 5):(0, 0)|(3, 5):4:0x688","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x702","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):4:0x704","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):4:0x708","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(3, 5):(0, 0)|(3, 5):3:0x813","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0x815","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0x819","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):3:0x831","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0x832","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0x834","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0x838","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):3:0x851","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0x891","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0x911","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):3:0xa03","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0xa05","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0xa09","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):3:0xa11","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(3, 5):(0, 0)|(3, 5):3:0xa24","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0xc11","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0xc12","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0xc14","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):3:0xe04","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):2:0x1013","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):2:0x1031","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):2:0x1032","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):2:0x1034","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):2:0x1051","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):2:0x1411","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):2:0x1412","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):2:0x1811","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(3, 5):(0, 0)|(3, 5):1:0x2411","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8013","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8015","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8016","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8019","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x801a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x801c","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,3
"(4, 5):(0, 0)|(4, 5):4:0x8031","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8032","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8034","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8038","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8051","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8052","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8054","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8058","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8070","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8091","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8092","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8094","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8098","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x80b0","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x80d0","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8111","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8112","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8114","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8118","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):4:0x8130","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8150","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8190","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8203","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8205","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8206","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8209","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x820a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x820c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8211","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8212","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8214","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8218","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):4:0x8221","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8222","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8224","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8228","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8230","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8241","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8242","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8244","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8248","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8250","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8281","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8282","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8284","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8288","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8290","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8301","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8302","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8304","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8308","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):4:0x8310","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,2
"(4, 5):(0, 0)|(4, 5):4:0x8411","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8412","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8414","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8418","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8430","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,3
"(4, 5):(0, 0)|(4, 5):4:0x8450","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8490","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8510","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8601","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8602","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8604","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8608","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8811","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8812","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8814","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8818","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8830","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8850","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8890","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x8a01","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8a02","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8a04","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x8a08","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x9011","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x9012","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x9014","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x9018","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x9030","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x9050","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x9201","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x9202","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0x9204","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0x9208","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0xa011","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xa012","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xa014","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0xa018","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0xa030","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xa201","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xa202","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xa204","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0xa208","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0xc003","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xc005","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xc006","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xc009","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xc00a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xc00c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0xc011","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xc012","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xc014","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0xc018","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(4, 5):(0, 0)|(4, 5):4:0xc022","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
"(4, 5):(0, 0)|(4, 5):4:0xc024","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,1
